Japanese|Romaji|Russian|Utility|Type
休閑|kyuukan|с.- х. пар|10|
吸汗|kyuukan|впитывание пота|10|
急患|kyuukan|мед. неотложный случай; неотложный больной|10|
旧刊|kyuukan|старая публикация (издание; книга)|10|
旧慣|kyuukan|кн. старые обычаи; старинные традиции|10|
旧歓|kyuukan|кн. былые радости|10|
旧観|kyuukan|кн. прежний вид|10|
嗅官|kyuukan|орган обоняния|10|
休閑地|kyuukanchi|с.- х. земля под паром; пустошь|10|
九官鳥|kyuukanchou|орнит. священная майна; = Gracula religiosa|10|
吸気|kyuuki|вдох; вдыхание; тех. впуск (горючей смеси в камеру сгорания)|10|
旧規|kyuuki|старые правила|10|
旧記|kyuuki|древняя хроника|10|
球戯|kyuugi|игра с мячом (шаром; шарами); бильярд|10|
球技|kyuugi|[любая]  игра с мячом  или  шарами|10|
旧儀|kyuugi|редк. старинная церемония|10|
吸気弁|kyuukiben|авт. впускной клапан|10|
救急|kyuukyuu|скорая (неотложная; первая) помощь|10|
救急車|kyuukyuusha|машина скорой помощи|10|
きゅうきゅう鳴る|kyuukyuunaru|ономат. скрипеть; быть скрипучим|10|
九牛の一毛|kyuugyuunoichimou|кн. капля в море; ничтожно малая доля|10|
救急箱|kyuukyuubako|аптечка (скорой помощи)|10|
旧居|kyuukyo|кн. прежнее жилище; старый дом|10|
窮境|kyuukyou|кн. трудное (стеснительное; тупиковое) положение|10|
旧教|kyuukyou|христ. католичество; |10|
旧教 の|kyuukyou no|католический|10|
旧教徒|kyuukyouto|католик [и]|10|
休業日|kyuugyoubi|нерабочий день; выходной (магазина и т.п.)|10|
究極 の|kyuukyoku no|окончательный; финальный|10|
窮極 の|kyuukyoku no|окончательный; финальный|10|
窮極目的|kyuukyokumokuteki|высшая (окончательная) цель|10|
球菌|kyuukin|микробиол. кокки; шаровидные бактерии|10|
弓具|kyuugu|принадлежности для стрельбы из лука|10|
窮屈|kyuukutsu|тесный; узкий; жесткий; строгий; формальный; педантичный; скованный; стесненный; неловкий; ограниченный в средствах; нуждающийся|10|
宮刑|kyuukei|кастрация (наказание в древнем китае)|10|
求刑|kyuukei|обвинительное заключение прокурора|10|
球形|kyuukei|шарообразная форма; |10|
球形 の|kyuukei no|шарообразный; сферический|10|
球茎|kyuukei|бот. луковица|10|
休憩時間|kyuukeijikan|время отдыха; перерыв|10|
休憩室|kyuukeishitsu|комната отдыха; фойе|10|
休憩所|kyuukeijo|место (зона; комната) отдыха|10|
急激 な|kyuugeki na|резкий; быстрый; стремительный; внезапный; крутой (о мерах)|10|
旧劇|kyuugeki|театр старого образца (но; кабуки и т.п.)|10|
吸血|kyuuketsu|кровососание; |10|
吸血 する|kyuuketsu suru|сосать кровь; |10|
吸血 の|kyuuketsu no|кровососущий|10|
給血|kyuuketsu|донорство; |10|
給血 する|kyuuketsu suru|сдавать кровь|10|
吸血鬼|kyuuketsuki|вампир; кровопийца|10|
旧故|kyuuko|редк. старый знакомый|10|
救護|kyuugo|оказание помощи; |10|
救護 する|kyuugo suru|оказывать помощь; спасать; в сочетаниях  спасательный|10|
休校|kyuukou|временное закрытие школы; |10|
休校 [に] する|kyuukou [ni] suru|временно закрыть школу; приостановить занятия|10|
休航|kyuukou|временное прекращение рейсов (полетов); |10|
休航 する|kyuukou suru|не ходить (о судне); не летать  (о самолете)|10|
休講|kyuukou|отмена лекции; |10|
休講 する|kyuukou suru|отменять лекцию|10|
旧交|kyuukou|кн. старая дружба; старое знакомство|10|
旧稿|kyuukou|кн. старая рукопись (черновик)|10|
九江|kyuukou|>> цзюцзян (город в провинции цзянси; китай)|10|
糾合 する|kyuugou suru|сплачивать; объединять; собирать вместе|10|
旧号|kyuugou|прежний псевдоним; старый номер (журнала и т.п.)|10|
急降下|kyuukouka|ав. пикирование; пике; |10|
急降下 する|kyuukouka suru|пикировать|10|
急行券|kyuukouken|билет на скорый поезд|10|
九号線|kyuugousen|маршрут номер девять|10|
急行列車|kyuukouressha|скорый поезд; экспресс|10|
旧国|kyuukoku|страна с древней историей|10|
九穀|kyuukoku|девять злаков|10|
救護所|kyuugosho|станция оказания помощи|10|
救護班|kyuugohan|спасательная команда; группа скорой помощи|10|
求婚|kyuukon|[брачное]  предложение|10|
球根|kyuukon|бот. луковица; клубень|10|
求婚広告|kyuukonkoukoku|брачное объявление|10|
求婚者|kyuukonsha|претендент на руку и сердце; сватающийся|10|
休載|kyuusai|отмена (задержка) публикации; |10|
休載 する|kyuusai suru|не напечатать; |10|
休載 に なる|kyuusai ni naru|не выйти в печати|10|
救済|kyuusai|помощь; вспомоществование; рел. спасение; |10|
救済 する|kyuusai suru|оказывать помощь; спасать (душу)|10|
旧債|kyuusai|старый (давнишний) долг|10|
救済策|kyuusaisaku|меры оказания помощи|10|
救済者|kyuusaisha|спаситель; спасающий|10|
旧作|kyuusaku|чье  л. старое произведение  [искусства]|10|
臼歯|kyuushi;usuba|коренные зубы (моляры и премоляры)|10|
休止|kyuushi|приостановка; пауза; перерыв; бездействие; простой; передышка; отдых; привал; |10|
休止 する|kyuushi suru|приостановить [ся], сделать паузу; простаивать; бездействовать; делать передышку|10|
急死|kyuushi|внезапная (скоропостижная) смерть|10|
旧師|kyuushi|кн. старый (прежний) учитель|10|
給仕|kyuuji|официант; стюард; коридорный; посыльный; бой|10|
給仕 する|kyuuji suru|прислуживать (за столом)|10|
旧事|kyuuji;kuji|кн. дела прошлого|10|
旧時|kyuuji|кн. старые времена; прошлое|10|
牛脂|gyuushi|говяжий жир|10|
旧市街|kyuushigai|старый город; старые кварталы города|10|
旧式|kyuushiki|старый тип (стиль; модель; школа); |10|
旧式 の|kyuushiki no|устаревший; старомодный|10|
旧識|kyuushiki|кн.|10|
旧思想|kyuushisou|устаревшие идеи; старомодные убеждения|10|
旧字体|kyuujitai|устаревшая форма иероглифа|10|
吸湿|kyuushitsu|влагопоглощение|10|
休日明け|kyuujitsuake|день после праздника|10|
九死に一生|kyuushiniisshou|кн. спасение от верной смерти|10|
休止符|kyuushifu|муз. знак паузы; пауза|10|
牛舎|gyuusha|коровник; хлев|10|
牛車|gyuusha;gissha|арх. запряженная волами повозка|10|
急斜面|kyuushamen|крутой склон|10|
旧主|kyuushu|чей  л. бывший господин (суверен)|10|
吸収|kyuushuu|всасывание; впитывание; поглощение; абсорбция; ассимиляция; |10|
吸収 する|kyuushuu suru|всасывать; впитывать; вбирать в себя; поглощать; абсорбировать; ассимилировать|10|
急襲|kyuushuu|внезапная атака; стремительный налет (рейд); |10|
急襲 する|kyuushuu suru|внезапно атаковать; налетать|10|
旧習|kyuushuu|кн. старые обычаи; старинные традиции|10|
九州|kyuushuu|>> кюсю (остров и регион)|10|
九十|kyuujuu;kujuu|девяносто|10|
九州工業大学|kyuushuukougyoudaigaku|технологический институт кюсю|10|
吸収性|kyuushuusei|впитывающая (абсорбционная; поглотительная) способность; |10|
吸収性 の|kyuushuusei no|впитывающий; поглощающий|10|
旧主人|kyuushujin|чей  л. старый (прежний) хозяин|10|
救出|kyuushutsu|спасение; |10|
救出 する|kyuushutsu suru|спасать; выручать; вытаскивать (из беды и т.п.)|10|
救出作戦|kyuushutsusakusen|спасательная операция|10|
急所|kyuusho|жизненно важные органы; перен. уязвимое место; важный пункт; существенный момент; суть|10|
宮女|kyuujo;miyaomina|придворная дама; фрейлина|10|
救助|kyuujo|спасение; помощь; выручка; |10|
救助 する|kyuujo suru|спасать; выручать; приходить на помощь|10|
休祥|kyuushou|кн. доброе предзнаменование|10|
求償|kyuushou|требование компенсации (возмещения; репараций)|10|
旧称|kyuushou|старое (прежнее) название|10|
丘上|kyuujou|кн. верхушка холма|10|
休場|kyuujou|[временное]  закрытие (театра); [временное]  отсутствие на сцене (на ринге); |10|
休場 する|kyuujou suru|закрыть [ся]; не выступать|10|
宮城|kyuujou|императорский дворец  167596_|10|
球場|kyuujou|бейсбольная площадка|10|
球状 の|kyuujou no|шаровидный; сферический|10|
窮状|kyuujou|бедственное положение; стесненные обстоятельства|10|
旧正月|kyuushougatsu|новый год по лунному календарю|10|
急上昇|kyuujoushou|стремительный рост; резкое повышение (цен; температуры и т.п.); ав. быстрый набор высоты; |10|
急上昇 する|kyuujoushou suru|стремительно расти; быстро набирать высоту|10|
休職|kyuushoku|вынужденный отпуск; временное оставление должности; |10|
休職 に なる|kyuushoku ni naru|временно не работать; быть в отпуске|10|
求職|kyuushoku|поиски работы; |10|
求職 する|kyuushoku suru|искать работу|10|
給食|kyuushoku|обеспечение питанием (работников; учащихся и т.п.); питание; |10|
給食 する|kyuushoku suru|обеспечивать питанием|10|
求職広告|kyuushokukoukoku|объявление о поиске работы|10|
求職者|kyuushokusha|сущ. ищущий работу; безработный|10|
牛耳る|gyuujiru|верховодить; командовать; задавать тон|10|
休診|kyuushin|мед.[временное]  прекращение приема больных; |10|
休診 する|kyuushin suru|не принимать больных; устраивать неприемный день|10|
急進|kyuushin|быстрое продвижение; доведение до крайности; радикализм; *=32] радикальный|10|
急進 する|kyuushin suru|быстро идти вперед; быстро развиваться|10|
球審|kyuushin|бейсбол  главный судья|10|
旧臣|kyuushin|ист. прежний вассал|10|
求人|kyuujin|предложение работы|10|
旧人|kyuujin|антроп. ископаемый человек (общее название некоторых гоминид; чаще всего о неандертальцах)|10|
求人口|kyuujinguchi|вакансия; место|10|
求人広告|kyuujinkoukoku|объявление о наборе рабочей силы|10|
求人誌|kyuujinshi|журнал с объявлениями о вакансиях|10|
求人者|kyuujinsha|наниматель; работодатель|10|
急進主義|kyuushinshugi|радикализм; экстремизм|10|
急進主義者|kyuushinshugisha|радикал; экстремист|10|
休診日|kyuushinbi|неприемный день (у врача)|10|
旧新約聖書|kyuushin'yakuseisho|христ. ветхий и новый заветы|10|
急須|kyuusu|чайник (для заварки)|10|
給水|kyuusui|водоснабжение|10|
給水制限|kyuusuiseigen|ограничения по водоснабжению|10|
給水栓|kyuusuisen|водоразборный кран; гидрант|10|
級数|kyuusuu|мат. ряд; прогрессия|10|
急須の口|kyuusunokuchi|носик чайника|10|
窮する|kyuusuru|быть в трудном положении|10|
給する|kyuusuru|давать; выдавать; снабжать  чем  л.|10|
急性 の|kyuusei no|острый (о болезни)|10|
急逝|kyuusei|кн. внезапная смерть|10|
救世|kyuusei|рел. спасение  [мира]|10|
旧姓|kyuusei|прежняя (девичья) фамилия|10|
旧製|kyuusei|старая продукция|10|
九星|kyuusei|китайский гороскоп; девять звезд (древней китайской астрологии)|10|
九星家|kyuuseika|астролог|10|
救世軍|kyuuseigun|армия спасения (религиозная благотворительная организация)|10|
救世主|kyuuseishu|рел. спаситель; мессия|10|
九星術|kyuuseijutsu|астрология; составление гороскопов|10|
旧制(度)|kyuuseido|старая система; прежний порядок|10|
旧世界|kyuusekai|старый свет (еврaзия и африка)|10|
休戚|kyuuseki|кн. радость или горе; благосостояние; благополучие|10|
旧跡|kyuuseki;furuato|исторические места; развалины; руины|10|
求積(法)|kyuusekihou|мат. нахождение площади  или  объема; квадратура|10|
急設|kyuusetsu|быстрое сооружение  чего  л.; срочная прокладка; спешная проводка; |10|
急設 する|kyuusetsu suru|быстро сооружать; срочно прокладывать (кабель и т.п.), спешно проводить (телефон)|10|
旧説|kyuusetsu|кн. старая теория; прежняя доктрина|10|
九折 の|kyuusetsu no|кн. извилистый; с множеством поворотов (о горной дороге)|10|
旧石器時代|kyuusekkijidai|археол. палеолит; древнекаменный век|10|
休戦|kyuusen|перемирие|10|
九泉|kyuusen|кн. подземное царство; преисподняя|10|
休戦会談|kyuusenkaidan|переговоры о перемирии|10|
休戦記念日|kyuusenkinenbi|день перемирия (11  ноября; государственный праздник в нескольких странах)|10|
休戦協定|kyuusenkyoutei|соглашение о прекращении огня|10|
休戦条約|kyuusenjouyaku|договор о перемирии|10|
急送|kyuusou|спешная посылка; срочная отправка; |10|
急送 する|kyuusou suru|спешно посылать|10|
急増|kyuuzou|резкое увеличение; быстрый рост; |10|
急増 する|kyuuzou suru|резко увеличиваться; быстро расти|10|
急造|kyuuzou|спешное сооружение (изготовление); |10|
急造 する|kyuuzou suru|спешно сооружать; |10|
急造 の|kyuuzou no|на скорую руку|10|
旧蔵 の|kyuuzou no|ранее принадлежавший  кому  л.|10|
休息|kyuusoku|отдых; покой; |10|
休息 する|kyuusoku suru|отдыхать|10|
急速 な|kyuusoku na|быстрый; скорый; спешный|10|
旧俗|kyuuzoku|кн. старые обычаи (нравы)|10|
九族|kyuuzoku|кн. девять поколений семьи (считая от себя в обе стороны; от прапрадеда до праправнука)|10|
休息時間|kyuusokujikan|перерыв; передышка|10|
休息所|kyuusokujo|комната отдыха|10|
窮措大|kyuusodai|нуждающийся студент|10|
旧ソ連|kyuusoren|бывший советский союз|10|
球体|kyuutai|сферическое тело; шар|10|
旧態|kyuutai|прежнее положение  [вещей]|10|
及第 する|kyuudai suru|сдать (выдержать) экзамен|10|
旧態依然|kyuutaiizen|кн.*|10|
旧態依然 と して|kyuutaiizen to shite|оставаться неизменным (долгое время); |10|
旧態依然 と した|kyuutaiizen to shita|такой же _ как и раньше|10|
及第者|kyuudaisha|сущ. успешно сдавший экзамен|10|
旧体制|kyuutaisei|старый порядок (режим; уклад; система)|10|
及第点|kyuudaiten|проходной балл (на экзамене)|10|
旧大陸|kyuutairiku|старый свет|10|
旧宅|kyuutaku|прежнее жилище|10|
球団|kyuudan|бейсбольный клуб; профессиональная бейсбольная команда|10|
糾弾 する|kyuudan suru|порицать; критиковать; осуждать|10|
牛タン|gyuutan|кул. говяжий язык|10|
窮地|kyuuchi|кн. затруднительное положение|10|
旧知|kyuuchi|старый знакомый|10|
旧地|kyuuchi|кн. бывшая территория  чего  л.|10|
九地|kyuuchi|кн. низина низин; земная бездна|10|
キュウチクル|kyuutikuru|биол. кутикула (англ. cuticle)|10|
キュウチクルクリイム|kyuutikurukuriimu|крем от кутикул (англ. cuticle cream)|10|
キュウチクルリムウバア|kyuutikururimuubaa|средство для удаления кутикул (англ. cuticle remover)|10|
吸着|kyuuchaku|физ., хим. адсорбция; |10|
吸着 する|kyuuchaku suru|адсорбировать; собирать|10|
吸虫|kyuuchuu|зоол. сосальщик (класс паразитических червей),= Trematoda|10|
宮中|kyuuchuu|императорский двор; |10|
宮中 に|kyuuchuu ni|при дворе; |10|
宮中 の|kyuuchuu no|дворцовый; придворный|10|
急調|kyuuchou|быстрый темп|10|
級長|kyuuchou|уст. староста класса|10|
九重の天|kyuuchounoten|возвыш. небесная высь; обр. императорский дворец|10|
休廷|kyuutei|перерыв в заседаниях суда; |10|
休廷 する|kyuutei suru|не заседать (о суде)|10|
宮廷|kyuutei|двор (императорский; королевский); |10|
宮廷 の|kyuutei no|придворный; дворцовый|10|
急停車|kyuuteisha|внезапная остановка; резкое торможение; |10|
急停車 する|kyuuteisha suru|внезапно останавливаться; резко тормозить|10|
休廷日|kyuuteibi|несудебный день; неприсутственный день (в суде)|10|
旧敵|kyuuteki|старый (давнишний) враг|10|
休転|kyuuten|временное отключение (механизма); |10|
休転 で ある|kyuuten de aru|[временно]  не работать|10|
急転|kyuuten|резкая перемена; крутой поворот  в чем  л.; |10|
急転 する|kyuuten suru|резко менять [ся], делать крутой поворот|10|
旧典|kyuuten|кн.; классический текст; древнее произведение; старые правила (уклад; канон)|10|
九天|kyuuten;kuten|кн. небесная высь|10|
休電|kyuuden|отключение электричества; временное прекращение электроснабжения|10|
宮殿|kyuuden|дворец|10|
球電|kyuuden|шаровая молния|10|
給電|kyuuden|электроснабжение|10|
給電線|kyuudensen|линия электроснабжения|10|
急転直下 して|kyuutenchokka shite|неожиданно и быстро (разрешиться; уладиться)|10|
休電日|kyuudenbi|день без электричества|10|
キュウト な|kyuuto na|хорошенький; миловидный (англ. cute)|10|
旧都|kyuuto|кн. старая (прежняя) столица|10|
急騰|kyuutou|бирж. скачок; резкое повышение (цен; котировок и т.п.); |10|
急騰 する|kyuutou suru|подскочить; резко повыситься|10|
給湯|kyuutou|снабжение горячей водой; 1 снабжать горячей водой|10|
旧冬|kyuutou|кн. прошлая зима; прошлой зимой|10|
弓道|kyuudou|стрельба из лука (как боевое искусство)|10|
求道|kyuudou|поиски истины|10|
旧道|kyuudou|старая дорога; старое шоссе|10|
牛痘|gyuutou|коровья оспа; вакцина|10|
給湯器|kyuutouki|водонагреватель; бойлер|10|
求道者|kyuudousha|искатель истины|10|
九通り|kyuutoori|девять сортов; девять способов|10|
牛丼|gyuudon|чашка риса с говядиной и луком|10|
救難|kyuunan|спасательные работы; в сочетаниях  спасательный|10|
救難機|kyuunanki|спасательный самолет|10|
吸入|kyuunyuu|всасывание; мед. ингаляция; |10|
吸入 する|kyuunyuu suru|всасывать; вдыхать|10|
牛乳屋|gyuunyuuya|молочник; продавец (разносчик) молока; молочный магазин|10|
旧年|kyuunen;furutoshi|кн. старый (прошлый) год|10|
急派 する|kyuuha suru|спешно посылать; срочно командировать|10|
旧派|kyuuha|старая школа; старый стиль|10|
キュウバ|kyuuba|куба; |10|
キュウバ の|kyuuba no|кубинский|10|
急場|kyuuba|критический момент; кризис; крайность; |10|
急場 の|kyuuba no|экстренный; срочный; временный; паллиативный|10|
牛馬|gyuuba|коровы (быки) и лошади|10|
九拝|kyuuhai|эпист.|10|
休泊|kyuuhaku|отдых и ночлег; |10|
休泊 する|kyuuhaku suru|отдохнуть  [и поспать]|10|
急迫|kyuuhaku|безотлагательность; обострение; |10|
急迫 した|kyuuhaku shita|безотлагательный; настоятельный; обострившийся; напряженный|10|
窮迫|kyuuhaku|стесненные обстоятельства; материальные затруднения; нужда; |10|
窮迫 する|kyuuhaku suru|остро нуждаться|10|
旧幕|kyuubaku|ист. старый сегунат (название прежнего феодального правительства; бывшее в ходу после реставрации мэйдзи)|10|
急坂|kyuuhan|кн. крутой склон (подъем)|10|
旧版|kyuuhan|старое (прежнее) издание|10|
旧藩|kyuuhan|ист. бывший клан (о старых феодальных кланах после реставрации мэйдзи)|10|
吸盤|kyuuban|присоска (устройство или анатомический орган)|10|
旧盤|kyuuban|старая грампластинка|10|
旧藩主|kyuuhanshu|ист. бывший глава феодального клана (слово; бывшее в ходу после реставрации мэйдзи)|10|
キュウバンヒイル|kyuubanhiiru|кубинский каблук (прямой; средней высоты; англ. Cuban heel)|10|
牛皮|gyuuhi|воловья кожа; рахат  лукум|10|
キュ(:)ビズム|kyuubizumu;kyubizumu|иск. кубизм (англ. cubism)|10|
キュウビック の|kyuubikku no|кубический; трехмерный (англ. cubic)|10|
キュウビックタイプ|kyuubikkutaipu|дизайн без скруглений (англ. cubic    type)|10|
キュウピッド|kyuupiddo|>>   греч. миф. купидон|10|
救貧|kyuuhin|кн. помощь бедным|10|
給付|kyuufu|предоставление; выдача; выплата; |10|
給付 する|kyuufu suru|предоставлять; выдавать; выплачивать|10|
旧夫|kyuufu|кн. прежний муж|10|
旧風|kyuufuu|кн. старые обычаи; старинные традиции|10|
給付金|kyuufukin|выплата; стипендия; грант|10|
旧物|kyuubutsu|кн. старая вещь; старое; устаревшее|10|
旧聞|kyuubun|кн. старая история; устаревшая новость|10|
旧弊|kyuuhei|дурная архаика; вредный консерватизм; |10|
旧弊 な|kyuuhei na|замшелый; архаичный; отживший|10|
急変|kyuuhen|внезапная (резкая) перемена; непредвиденное происшествие; неожиданность|10|
急変 する|kyuuhen suru|резко меняться|10|
臼砲|kyuuhou|мортира|10|
旧法|kyuuhou|старый (отмененный) закон; старый способ|10|
窮乏|kyuubou|нужда; бедность; нищета; *9 нуждаться; жить в бедности|10|
牛歩戦術|gyuuhosenjutsu|тактика проволочек; умышленное затягивание времени (в парламенте; букв. )|10|
旧盆|kyuubon|праздник бон по лунному календарю|10|
休眠|kyuumin|бездействие; |10|
休眠 の|kyuumin no|бездействующий; находящийся в покое (простое; спячке)|10|
窮民|kyuumin|кн. бедняки; пострадавшие (от бедствия)|10|
休眠期|kyuuminki|биол. стадия временного физиологического покоя; диапауза|10|
急務|kyuumu|срочное дело; острая необходимость|10|
救命|kyuumei|спасение жизни; |10|
救命 する|kyuumei suru|спасать жизнь; в сочетаниях  спасательный|10|
究明|kyuumei|изучение; исследование|10|
糾明|kyuumei|тщательное расследование|10|
旧名|kyuumei|старое имя; прежнее название|10|
救命索|kyuumeisaku|спасательный трос|10|
救命艇|kyuumeitei|спасательный катер|10|
救命ボウト|kyuumeibouto|спасательная шлюпка (лодка; бот)|10|
球面|kyuumen|сферическая поверхность; |10|
球面 の|kyuumen no|сферический|10|
球面三角法|kyuumensankakuhou|мат. сферическая тригонометрия|10|
糾問|kyuumon|кн. допрос|10|
旧約|kyuuyaku|старое обещание; прежний уговор|10|
旧訳|kyuuyaku|старый (прежний) перевод (текста)|10|
旧約聖書|kyuuyakuseisho|христ. ветхий завет|10|
給油|kyuuyu|тех.; заправка; подача горючего; подача  [смазочного]  масла; |10|
給油 する|kyuuyu suru|заправлять [ся]  горючим; подавать масло|10|
級友|kyuuyuu|одноклассник; школьный товарищ|10|
旧友|kyuuyuu|старый друг|10|
旧遊の地|kyuuyuunochi|кн. знакомое место; место прежних посещений|10|
給油所|kyuuyusho;kyuuyujo|заправочная станция|10|
給与|kyuuyo|плата; оплата; жалование; содержание; пособие; |10|
給与 する|kyuuyo suru|платить; выплачивать; выдавать содержание|10|
休養|kyuuyou|отдых; покой; восстановление сил|10|
休養室|kyuuyoushitsu|лазарет; комната отдыха для заболевших сотрудников в ожидании врачебной помощи|10|
旧来|kyuurai|издавна; исстари; |10|
旧来 の|kyuurai no|старый; давнишний; традиционный; давно установленный|10|
急落|kyuuraku|бирж. резкое падение (цен; котировок и т.п.); |10|
急落 する|kyuuraku suru|стремительно падать; валиться; рушиться|10|
急流|kyuuryuu|быстрое течение; стремительный поток; стремнина; быстрина|10|
旧流|kyuuryuu|старый стиль; старая школа|10|
丘陵|kyuuryou|холм|10|
旧領|kyuuryou|прежняя территория; чьи  л. прежние владения|10|
丘陵地帯|kyuuryouchitai|холмистая местность|10|
給料日|kyuuryoubi|день выдачи зарплаты; платежный день|10|
旧例|kyuurei|старый обычай; укоренившееся обыкновение; традиция|10|
旧暦|kyuureki|старый (лунный) календарь|10|
キュラソウ|kyurasou|кюрасао (ликер; фр. curaçao)|10|
キュリイ|kyurii|физ. кюри (единица радиоактивности; в честь пьера и марии кюри)|10|
キュリウム|kyuriumu|хим. кюрий; = Cm|10|
キュリオシチイ|kyurioshitii|любопытство; любознательность; диковина; редкость (англ. curiosity)|10|
キュレエタア|kyureetaa|смотритель; хранитель (музея и т.п.; англ. curator)|10|
キュロット|kyurotto|кюлоты (фр. culotte)|10|
キュロットスカアト|kyurottosukaato|юбка  брюки (фр. culotte   англ. skirt)|10|
寄与|kiyo|кн. вклад; |10|
寄与 する|kiyo suru|делать вклад|10|
居|kyo|местожительство (в идиомах)|10|
挙|kyo|кн. поступок; акт; начинание|10|
虚|kyo|пустота; отсутствие бдительности; неправда|10|
毀誉|kiyo|кн. порицание и похвала; критика; общественное мнение|10|
清い|kiyoi|прям. и перен. чистый|10|
着良い|kiyoi|удобный в носке (об одежде)|10|
御意|gyoi|почт. ваша воля (желание; мнение; удовольствие)|10|
御衣|gyoi|возвыш. императорские одежды|10|
器用 な|kiyou na|умелый; искусный; способный; ловкий|10|
紀要|kiyou|бюллетень; [ученые]  записки|10|
起用|kiyou|назначение; выдвижение; |10|
起用 する|kiyou suru|назначать; выдвигать|10|
京|kyou|столица|10|
凶|kyou|несчастье; плохая примета|10|
境|kyou|граница; край; местность; состояние; положение|10|
強|kyou|сила; сильный (в идиомах)|10|
興|kyou|интерес; удовольствие|10|
経|kyou|будд. сутра|10|
儀容|giyou|уст. осанка; манера держать себя|10|
業|gyou|занятие; профессия; дело; курс  [наук]|10|
行|gyou|строка (особ. вертикальная); религиозный обряд|10|
凶悪 な|kyouaku na|зверский; злодейский; варварский|10|
今日明日|kyouasu|сегодня и (или) завтра|10|
強意|kyoui|лингв. усиление; подчеркивание смысла; |10|
強意 の|kyoui no|усилительный; подчеркивающий смысл|10|
胸囲|kyoui|окружность груди|10|
脅威|kyoui|угроза; опасность|10|
驚異|kyoui|чудо; феномен; сенсация|10|
境域|kyouiki|территория; зона; граница|10|
教育機関|kyouikukikan|учебное заведение|10|
驚異的 な|kyouiteki na|поразительный; чудесный; дивный; феноменальный|10|
凶音|kyouin;kyouon|кн. дурные вести (!2)(особ. о чьей  л. смерти)|10|
教員|kyouin|преподавательский состав; преподаватель; учитель|10|
競泳|kyouei|соревнования по плаванию; заплыв|10|
共営|kyouei|совместное управление  [предприятием]|10|
共栄|kyouei|совместное процветание|10|
共栄圏|kyoueiken|сфера совместного процветания|10|
共益|kyoueki|общая выгода; общественная польза|10|
共益費|kyouekihi|плата за общие жилищно  коммунальные услуги (в многоквартирном доме — за освещение лестничной клетки; лифт и т.п.)|10|
競演|kyouen|состязание в актерском мастерстве; театральный конкурс; |10|
競演 する|kyouen suru|состязаться в актерском (исполнительском) мастерстве|10|
共演|kyouen|совместное участие (в спектакле; фильме и т.п.); |10|
共演 する|kyouen suru|играть в одном спектакле (фильме)|10|
共演者|kyouensha|театр., кино  партнер (по игре в спектакле; фильме и т.п.)|10|
供応|kyouou|прием; банкет; угощение; |10|
供応 する|kyouou suru|угощать; устраивать прием|10|
教王|kyouou|сеги   (превращенный дэва)|10|
胸奥|kyouou|кн. глубины  чьей  л. души|10|
強音|kyouon|ударение; подчеркивание голосом; муз. форте; громко; |10|
強音 の|kyouon no|громкий|10|
京女|kyouonna|женщина из киото|10|
強化|kyouka|усиление; укрепление; |10|
強化 する|kyouka suru|усиливать; укреплять|10|
教化|kyouka|цивилизация; просвещение; |10|
教化 する|kyouka suru|цивилизовать; просвещать; нести культуру  117097_|10|
教科|kyouka|[учебный]  предмет; дисциплина; учебный курс|10|
協会|kyoukai|общество; организация; лига|10|
境界|kyoukai|граница; рубеж; демаркационная линия|10|
凝塊|gyoukai|сгусток; комок|10|
業界|gyoukai|промышленные круги; деловой мир; отрасль (промышленности); |10|
業界 の|gyoukai no|деловой; промышленный; отраслевой|10|
教会史|kyoukaishi|христ. история церкви|10|
業界紙|gyoukaishi|отраслевая газета (журнал)|10|
境界線|kyoukaisen|пограничная (демаркационная; разграничительная) линия|10|
業界団体|gyoukaidantai|торгово  промышленная ассоциация|10|
境界値問題|kyoukaichimondai|мат. краевая задача|10|
教会堂|kyoukaidou|церковь; собор|10|
業界動向|gyoukaidoukou|тенденции деловой активности|10|
業界初 の|gyoukaihatsu no|первый в отрасли|10|
胸郭|kyoukaku|грудная клетка; грудь|10|
共学|kyougaku|совместное обучение (мальчиков и девочек; либо белых и черных); |10|
共学 の|kyougaku no|с совместным обучением|10|
仰角|gyoukaku|физ., воен. угол возвышения; угол вертикального наведения|10|
恭賀新年|kyougashinnen|эпист. с новым годом!|10|
京方|kyougata|район киото; ист. придворные; сторонники императорского двора|10|
恐喝|kyoukatsu|угрозы; запугивание; шантаж|10|
共感|kyoukan|эмпатия; сопереживание; сочувствие; |10|
共感 する|kyoukan suru|сопереживать; сочувствовать  кому  л.|10|
凶漢|kyoukan|кн. злодей; головорез; убийца|10|
叫喚|kyoukan|крик; вопль|10|
教官|kyoukan|преподаватель; инструктор|10|
行間|gyoukan|[промежуток]  между строк|10|
共感覚|kyoukankaku|психол. синестезия|10|
共観福音書|kyoukanfukuinsho|христ. синоптические евангелия (от матфея; марка и луки)|10|
凶器|kyouki|оружие  [нападения]; орудие  [убийства]|10|
狂喜|kyouki|дикий восторг; буйная радость; |10|
狂喜 する|kyouki suru|быть вне себя от радости; |10|
狂喜 して|kyouki shite|в порыве дикого восторга|10|
狂気|kyouki|сумасшествие; безумие; |10|
狂気 の|kyouki no|сумасшедший|10|
狭軌|kyouki|ж.- д. узкая колея; |10|
狭軌 の|kyouki no|узкоколейный|10|
