Japanese|Romaji|Russian|Utility|Type
扇|ougi|[складной]  веер|8|
扇ぐ|aogu|обмахиваться веером; подстрекать; раздувать|8|
栓|SEN|затычка; пробка; втулка; кран (водопровода; газа)|8|
潜む|hisomu|таиться; быть скрытым; скрываться; прятаться (о ком  л.)|8|
潜まる|hisomaru|таиться; быть скрытым; скрываться; прятаться (о ком  л.); утихать; переносное:  засыпать|8|
潜める|hisomeru|прятать; скрывать; понижать (голос)|8|
潜る|moguru|нырять; залезать; заползать; прятаться|8|
潜り|moguri|ныряние; ныряльщик; водолаз|8|
潜る|kuguru|проходить; пролезать  под чем  л.; нырять; переносное:  благополучно миновать|8|
潜り|kuguri|маленькая дверца; калитка (через которую входят пригнувшись)|8|
繕う|tsukurou|чинить; штопать; ремонтировать; приводить в порядок|8|
繕い|tsukuroi|починка; ремонт; исправление|8|
訴える|uttaeru|жаловаться; апеллировать; взывать  к кому  чему  л.; подавать жалобу; подавать в суд; производить впечатление; находить отклик|8|
訴う|uttau|архаичное:; жаловаться; апеллировать; взывать  к кому  чему  л.; подавать жалобу; подавать в суд; производить впечатление; находить отклик|8|
訴え|uttae|жалоба; обращение; дело (в суде)|8|
喪|mo|траур|8|
壮|SOU|мужественность в идиомах|8|
壮ん|sakan|сильный; энергичный|8|
掃く|haku|мести; подметать; подкрашивать (брови и т.п.)|8|
掃う|harau|вытирать; сметать; чистить|8|
挿す|sasu|втыкать; вставлять; вкладывать; ставить (цветы в вазу)|8|
挿む|hasamu|зажимать с двух сторон|8|
挿げる|sugeru|вставлять; вдевать; продевать|8|
葬る|houmuru|хоронить; погребать; переносное:  предавать забвению|8|
藻|mo|водоросли и водные растения (общее название)|8|
賊|ZOKU|разбойник; грабитель; вор; бандит; мятежник; повстанец|8|
賊する|ZOKUSURU|убивать; губить; портить; вредить|8|
胎|TAI|анат. матка|8|
滝|taki|водопад|8|
択ぶ|erabu|выбирать; отбирать|8|
濁る|nigoru|стать мутным; замутиться; озвончаться (о согласном)|8|
濁った|nigotta|мутный|8|
濁り|nigori|мутность; муть; озвончение; знак озвончения; неочищенное сакэ|8|
濁す|nigosu|мутить|8|
奪う|ubau|отнимать; захватывать; лишать; овладевать; завладевать|8|
棚|tana|полка|8|
誰|dare|кто ?|8|
誰|tare|кто ?|8|
誰の|dareno|чей ?|8|
誰か|dareka|кто  то; кто  нибудь|8|
誰も|daremo|каждый; всякий; все; с отриц. никто|8|
誰でも|daredemo|кто угодно; любой|8|
丹|TAN|свинцовый сурик; киноварь; красный цвет|8|
丹|ni|киноварь|8|
壇|DAN|трибуна; кафедра; эстрада; помост; возвышение|8|
痴れる|shireru|выживать из ума|8|
痴|oko|связ. глупость; нелепость|8|
痴がましい|okogamashii|самонадеянный; дерзкий; нескромный; смехотворный; абсурдный; глупый|8|
稚い|itokenai|книжное:  младенческий|8|
蓄える|takuwaeru|запасать; откладывать; копить; отращивать (усы и т.п.)|8|
蓄え|takuwae|запас; сбережения; фонд|8|
弔う|tomurau|соболезновать; совершать  [буддийский] похоронный обряд|8|
弔う|toburau|соболезновать; совершать  [буддийский] похоронный обряд|8|
弔い|tomurai|соболезнование; служба по умершему; похороны|8|
弔い|toburai|соболезнование; служба по умершему; похороны|8|
彫る|horu|резать (по дереву; металлу; камню), высекать; гравировать; делать татуировку|8|
彫る|eru|сверлить; дырявить; резать; гравировать|8|
懲らす|korasu|наказать; проучить|8|
懲らしめる|korashimeru|наказать; проучить|8|
懲らしめ|korashime|наказание; урок|8|
懲りる|koriru|научиться на горьком опыте; получить хороший урок|8|
懲々|korigori|научиться на горьком опыте; получить хороший урок|8|
聴く|kiku|слушать|8|
跳ねる|haneru|прыгать; подскакивать; разбрызгиваться; расплескиваться; заканчиваться (о спектакле)|8|
跳ね|hane|брызги грязи; пятна от брызг; окончание (спектакля)|8|
跳ぶ|tobu|прыгать; скакать|8|
鎮める|shizumeru|усмирять (волнения); успокаивать (боль)|8|
鎮まる|shizumaru|быть усмиренным; утихать (о боли); синт. успокоиться (о божестве в новом храме)|8|
鎮め|shizume|столп; оплот (общества)|8|
鎮|CHIN|поселение в древнем китае|8|
陳じる|CHINJIRU|излагать|8|
陳べる|noberu|излагать|8|
陳|hine|прошлогоднее зерно; обр. что  л. устаревшее; залежавшееся; ускоренное развитие|8|
陳る|hineru|становиться перезрелым; стареть; развиваться ускоренно|8|
陳くれる|hinekureru|стареть; становиться перезрелым|8|
漬ける|tsukeru|вымачивать; мариновать; солить|8|
漬かる|tsukaru|мокнуть  в чем  л.; просолиться; быть готовым (о соленьях и т.п.)|8|
漬づ|hidu|мокнуть|8|
漬つ|hitsu|устаревшее:  мокнуть|8|
潰す|tsubusu|крушить; ломать; давить; рушить; сдавать на лом; переплавлять; тратить  [попусту]; резать (скот; птицу)|8|
潰し|tsubushi|разрушение; переплавка; лом; утиль|8|
潰れる|tsubureru|разрушаться; ломаться; быть разрушенным; изнашиваться; потерпеть крах|8|
潰れ|tsubure|разрушение; крах|8|
潰える|tsuieru|быть разбитым наголову|8|
爪|tsume|ноготь; коготь; клешня; копыто; муз. плектр; защелка; собачка; лапа якоря|8|
釣る|tsuru|удить; переносное:  ловить на удочку; заманивать|8|
釣り|tsuri|ужение; сдача|8|
お釣り|otsuri|сдача|8|
亭|TEITEI|книжное:  высокий и стройный; высящийся (о деревьях)|8|
呈する|TEISURU|преподносить; подносить; являть собой (вид; зрелище); обнаруживать (признаки)|8|
諦める|akirameru|примириться  с чем  л., махнуть рукой; отказаться от мысли (сделать что  л.)|8|
諦め|akirame|примирение  с чем  л., отказ от мысли (сделать что  л.)|8|
邸|yashiki|особняк; резиденция|8|
摘む|tsumu|брать пальцами; срывать; собирать; щипать; стричь; подрезать|8|
摘む|tsumamu|брать пальцами; обрисовывать; подытоживать|8|
滴|shizuku|капля|8|
滴る|shitataru|капать; падать каплями|8|
滴り|shitatari|капанье; капля|8|
滴らす|tarasu|капать; закапывать; проливать|8|
吐く|haku|рвать; тошнить; отхаркивать; выпускать; выдыхать; исторгать; говорить; высказывать|8|
吐く|tsuku|перевести дух; изрекать; врать; изрыгать (рвоту; мокроту и т.п.)|8|
吐かす|nukasu|грубо  иметь наглость сказать|8|
塔|TOU|башня; пагода; обелиск; монумент|8|
筒|tsutsu|трубка; муфта; втулка; цилиндр; ствол (огнестрельного оружия); сруб колодца|8|
藤|fuji|бот. глициния; = wistaria floribunda|8|
陶|sue|керамика; гончарные изделия|8|
洞|hora|пещера|8|
峠|touge|[горный]  перевал; переносное:  критический момент; перелом|8|
督する|TOKUSURU|руководить; надзирать; подгонять; нажимать|8|
屯|tamuro|военный лагерь; казармы; устаревшее:  полицейский участок; место встречи; место сбора|8|
屯 する|tamuro suru|собираться; тусоваться|8|
屯|TON|тонна|8|
頓に|tomini|книжное:  внезапно; вдруг|8|
頓と|tonto|совсем; вовсе; ничуть; нисколько|8|
頓|hitasura|горячо; настойчиво; только; исключительно|8|
頓|hitaburu|горячо; настойчиво; только; исключительно|8|
匂う|niou|пахнуть; благоухать; сиять красотой (о цветах)|8|
匂い|nioi|запах; аромат; ниои (мелкие частицы мартенсита; образующие туманность на линии  закалки клинка японского меча)|8|
匂い が する|nioi ga suru|пахнуть  чем  л.|8|
匂わせる|niowaseru|распространять аромат; намекать; давать понять|8|
匂わす|niowasu|распространять аромат; намекать; давать понять|8|
匂やか|nioyaka|блестящий; восхитительный|8|
匂やか|nioyakana|блестящий; восхитительный|8|
忍ぶ|shinobu|прятаться; делаться незаметным; выносить; терпеть; бот. даваллия|8|
忍ばせる|shinobaseru|скрывать; прятать|8|
忍び|shinobi|тайное проникновение; лазутчик; шпион; ниндзя|8|
お忍び で|oshinobi de|тайно; инкогнито|8|
忍びやか に|shinobiyaka ni|тайком; крадучись|8|
猫|neko|кошка; кот; бот. сережка; глиняная грелка для ног; девушка  гейша; тачка|8|
粘る|nebaru|прилипать; быть клейким; не отставать; не отступать|8|
粘り|nebari|липкость; клейкость; вязкость; упорство; настойчивость|8|
粘い|nebai|липкий; клейкий|8|
粘々|nebaneba|липкий; клейкий|8|
粘っこい|nebakkoi|липкий; клейкий; навязчивый; назойливый|8|
把|taba|связка; вязанка; пучок; сноп|8|
把る|toru|брать  [в руки]|8|
覇|HA|господство; гегемония; доминирование|8|
婆|baba|разговорное:  старуха; бабка; разговорное:  бабушка; устаревшее:  кормилица|8|
婆さん|baasan|бабушка; старушка|8|
お婆さん|obaasan|бабушка; старушка|8|
お婆ちゃん|obaachan|дет. бабушка; бабуля|8|
婆あ|babaa|грубо  старуха; бабка|8|
婆や|baaya|устаревшее:  старая служанка; кормилица|8|
排する|HAISURU|удалять; устранять; преодолевать; толкать; отталкивать; расталкивать|8|
輩|HAI|книжное:  человек; люди|8|
輩|yakara|приятели; компания; шайка|8|
輩|tomogara|книжное:  товарищи; коллеги; собратья|8|
培う|tsuchikau|разводить; выращивать; культивировать|8|
媒|nakadachi|посредничество; посредник; агент; брокер; маклер; сватовство; сват; сваха|8|
媒 する|nakadachi suru|посредничать|8|
媒|nakoudo|сват; сваха|8|
媒 する|nakoudo suru|быть сватом|8|
剥ぐ|hagu|обдирать; сдирать; срывать; отнимать; лишать|8|
剥ぐ|hegu|обдирать; сдирать; срывать; отнимать; лишать|8|
剥がす|hagasu|обдирать; сдирать; срывать; отнимать; лишать|8|
剥げる|hageru|облупливаться; шелушиться; линять; выцветать|8|
剥げ|hage|облупленное (ободранное) место; проплешина|8|
剥がれる|hagareru|отставать; отходить; отклеиваться|8|
剥く|muku|сдирать; обдирать; чистить; шелушить; лущить|8|
剥ける|mukeru|ободраться; облупиться|8|
剥くれる|mukureru|разговорное:  сердиться; злиться|8|
剥る|hezuru|просторечное:  таскать; подворовывать|8|
拍つ|utsu|отбивать (такт); хлопать (в ладоши)|8|
拍|HAKU|муз. ритмическая доля; ритм; такт|8|
迫る|semaru|приближаться; надвигаться; подходить вплотную; нажимать; наседать; требовать|8|
迫る|seri|приближаться; надвигаться; подходить вплотную; нажимать; наседать; требовать|8|
迫る|seru|приближаться; надвигаться; подходить вплотную; нажимать; наседать; требовать|8|
縛る|shibaru|вязать; связывать; привязывать; связывать; ограничивать; арестовывать; задерживать|8|
縛め|imashime|книжное:  узы; оковы|8|
縛める|imashimeru|книжное:  связывать; сковывать|8|
鉢|HACHI|[цветочный]  горшок; миска; просторечное:  черепная коробка; голова|8|
お鉢|OHACHI|кадушка для вареного риса; чья  л. очередь|8|
伐る|kiru|рубить (дерево)|8|
閥|BATSU|клика; группировка|8|
帆|ho|парус|8|
斑|fu|пятна; крапинки|8|
斑 の ある|fu no aru|в крапинку|8|
斑|madara|пятна; крапинки|8|
斑 の ある|madara no aru|в крапинку|8|
斑 な|madara na|пятнистый; крапчатый|8|
斑|buchi|пятна; крапинки|8|
斑 の ある|buchi no aru|в крапинку|8|
斑 な|buchi na|пятнистый; крапчатый|8|
斑 の|buchi no|пегий (о лошади)|8|
斑|mura|неровный; неравномерный; пятнистый; крапчатый; непостоянный; капризный|8|
斑|hadara|устаревшее:  крупинки (выпавшего  снега; инея и т.п.)|8|
斑|hadare|устаревшее:  крупинки (выпавшего  снега; инея и т.п.)|8|
繁る|shigeru|густо расти|8|
繁った|shigetta|густо поросший  чем  л.|8|
繁く|shigeku|густо; пышно; часто|8|
繁み|shigemi|заросли; чаща|8|
繁々|shigeshige|[очень]  часто; пристально (смотреть)|8|
繁|HAN|сложность; частое повторение; заботы; хлопоты|8|
販ぐ|hisagu|торговать  чем  л.|8|
煩う|wazurau|беспокоиться; мучиться; болеть; страдать  чем  л.|8|
煩い|wazurai|беспокойство; досада; болезнь; недомогание|8|
煩わす|wazurawasu|беспокоить; утруждать|8|
煩わしい|wazurawashii|обременительный; запутанный; сложный|8|
煩い|urusai|шумный; громкий; надоедливый; докучливый; замолчи!,  отстань!,  надоел!|8|
煩がる|urusagaru|тяготиться  чем  л.|8|
煩|HAN|хлопоты; заботы; беспокойство|8|
盤|BAN|доска (для го; шахмат и т.п.); диск; граммофонная пластинка; плоское блюдо; поднос|8|
罷める|yameru|оставлять (работу), увольняться|8|
罷め|yame|прекращение|8|
罷る|makaru|покинуть; оставить; уйти|8|
匹|hiki|мера измерения тканей (2  тан; 21,2  м при 34  см в ширину); старинная денежная единица (10  либо 25  мон)|8|
匹|ki|мера измерения тканей (2  тан; 21,2  м при 34  см в ширину); старинная денежная единица (10  либо 25  мон)|8|
姫|hime|девушка  [знатного происхождения], барышня; принцесса|8|
漂う|tadayou|плыть; носиться (по волнам; в воздухе); дрейфовать|8|
描く|egaku|рисовать; чертить; обрисовывать; описывать|8|
描く|kaku|рисовать; чертить|8|
浜|hama|берег (моря; озера); сокр. слэнг  иокогама; окруженный камень (в игре го)|8|
頻りに|shikirini|очень часто; беспрерывно; постоянно; упорно; усердно|8|
頻りに|shikiri|очень часто; беспрерывно; постоянно; упорно; усердно|8|
頻々 と して|HINPIN to site|очень часто; то и дело|8|
頻々 と して|shikiru to site|очень часто; то и дело|8|
敏い|satoi|умный; сообразительный|8|
敏 で ある|BIN de aru|хорошо соображать|8|
瓶|BIN|бутылка; флакон; склянка|8|
瓶|kame|горшок; кувшин; ваза; урна|8|
扶ける|tasukeru|помогать|8|
腐る|kusaru|гнить; протухать; скисать; портиться; расстраиваться; киснуть|8|
腐り|kusari|гниение; разложение; порча|8|
腐らす|kusarasu|гноить; портить|8|
腐す|kusasu|хулить; чернить; умалять|8|
腐す|kusareru|хулить; чернить; умалять|8|
譜|FU|муз. ноты; родословная; таблица; альбом|8|
賦|FU|поэма в прозе; ода; ист. повинность; тягло; взнос|8|
賦す|FUSU|слагать (стихи); распределять|8|
賦する|FUSURU|слагать (стихи); распределять|8|
封|FUU|запечатывание; заклеивание (конверта)|8|
封 する|FUU suru|запечатывать; заклеивать|8|
封じる|FUUJIRU|запечатывать; заклеивать (конверт и т.п.); блокировать; сдерживать; запрещать|8|
封|HOU|ист. феод; лен|8|
封ずる|HOUZURU|ист. жаловать поместьем|8|
伏せる|fuseru|класть лицом вниз; переворачивать; прятать; скрывать; закапывать; накрывать  что  л.|8|
伏す|fusu|склонять голову; ложиться; падать ниц; распластываться|8|
伏して|fushite|почтительно; смиренно|8|
伏する|FUKUSURU|склоняться; падать ниц; подчиняться|8|
幅|haba|ширина; влияние; вес в идиомах|8|
幅|FUKU|какэмоно; настенный свиток|8|
覆う|oou|покрывать; заслонять; скрывать|8|
覆す|kutsugaesu|опрокидывать; переворачивать; свергать; ниспровергать; опровергать; срывать (планы)|8|
覆る|kutsugaeru|опрокидываться; рушиться; гибнуть|8|
払う|harau|платить; оплачивать; вытирать; чистить; сметать; удалять|8|
払い|harai|платеж; уплата; расчет|8|
沸く|waku|кипеть; закипать; переносное:  бурлить; волноваться; бродить (о вине и т.п.); плавиться (о металле)|8|
沸かす|wakasu|кипятить; переносное:  будоражить; волновать|8|
沸る|tagiru|кипеть; бурлить|8|
沸々 と|FUTSUFUTSU to|ономат. буль  буль (о кипящей жидкости)|8|
沸|nie|ниэ|8|
噴く|fuku|извергать; выбрасывать (напр. о вулкане)|8|
紛れる|magireru|смешаться  с чем  л., затеряться  в чем  л., стать неразличимым; быть увлеченным (поглощенным) чем  л.|8|
紛らす|magirasu|отвлекать; рассеивать; скрывать; утаивать|8|
紛らわす|magirawasu|отвлекать; рассеивать; скрывать; утаивать|8|
紛らわしい|magirawashii|двусмысленный; неясный; туманный; сбивчивый|8|
紛れもない|magiremonai|несомненный; очевидный|8|
紛う|magau|иметь большое сходство; быть принятым за  кого  что  л.|8|
紛々 と して|FUNPUN to site|беспорядочно|8|
幣|nusa|фигурно сложенные бумажные или  матерчатые полоски; часто со стихами  или молитвами; вывешиваемые  в синтоистских святилищах  как подношение богам|8|
幣|mitegura|фигурно сложенные бумажные или  матерчатые полоски; часто со стихами  или молитвами; вывешиваемые  в синтоистских святилищах  как подношение богам|8|
幣|HEI|фигурно сложенные бумажные или  матерчатые полоски; часто со стихами  или молитвами; вывешиваемые  в синтоистских святилищах  как подношение богам|8|
弊|HEI|зло; порок; дурная привычка|8|
癖|kuse|привычка; манера; склонность; курчавость (волос); вычурность; манерность (стиля и т.п.)|8|
癖に|kuseni|несмотря на  [то; что...]; тем не менее|8|
蔑ろ に する|naigashiro ni suru|пренебрегать; не считаться; третировать; презирать|8|
蔑む|sagesumu|презирать; ни во что не ставить|8|
蔑する|namisuru|презирать; ни во что не ставить|8|
偏る|katayoru|отклоняться; склоняться; тяготеть; быть односторонним; быть пристрастным|8|
偏する|HENSURU|отклоняться; склоняться; тяготеть; быть односторонним; быть пристрастным|8|
偏り|katayori|отклонение; физ. поляризация|8|
偏に|hitoeni|усердно; смиренно; всецело|8|
偏|HEN|иероглифический ключ; стоящий слева|8|
遍く|amaneku|повсюду; везде; широко|8|
捕る|toru|ловить (мяч; рыбу и т.п.)|8|
捕れる|toreru|ловиться (о рыбе; дичи и т.п.)|8|
捕らえる|toraeru|ухватиться; схватить; поймать; захватить|8|
捕らわれる|torawareru|быть захваченным в плен; быть пойманным; быть во власти  чего  л.; быть охваченным (каким  л. чувством)|8|
捕まえる|tsukamaeru|схватить; поймать; арестовать|8|
捕まる|tsukamaru|быть схваченным; быть пойманным; хвататься; держаться  за что  л.|8|
募る|tsunoru|вербовать; объявлять набор; проводить подписку (напр.  на заем); усиливаться; принимать  острый характер|8|
慕う|shitau|быть привязанным  к кому  л., любить; обожать; тосковать; скучать  по ком  чем  л.|8|
慕わしい|shitawashii|любимый; дорогой; милый|8|
奉る|tatematsuru|преподносить; почитать; поклоняться|8|
奉じる|HOUJIRU|преподносить; посвящать; следовать чему  л.; исполнять|8|
抱く|daku|обнимать; держать на руках; насиживать|8|
抱く|idaku|обнимать; держать на руках; иметь в душе; чувствовать; питать|8|
抱える|kakaeru|держать (в охапке; на руках); держать в услужении; содержать; иметь на руках|8|
抱え|kakae|охапка; обхват; наемный работник|8|
抱っこ する|dakko suru|брать на руки (ребенка)|8|
砲|HOU|r4435 пушка; орудие; артиллерия|8|
縫う|nuu|шить; зашивать|8|
縫い|nui|шитье|8|
芳しい|kanbashii|ароматный; душистый; хороший; похвальный (обычно с отрицанием)|8|
芳しい|koubashii|ароматный; душистый; хороший; похвальный (обычно с отрицанием)|8|
芳しい|kaguwashii|ароматный; душистый; хороший; похвальный (обычно с отрицанием)|8|
褒める|homeru|хвалить; восхищаться|8|
褒めそやす|homesoyasu|расхваливать; превозносить  [до небес]|8|
褒めちぎる|homechigiru|расхваливать; превозносить  [до небес]|8|
乏しい|toboshii|скудный; бедный  чем  л.|8|
乏しい|tomoshii|скудный; бедный  чем  л.|8|
傍ら|katawara|книжное:  сторона; наряду  с чем  л., одновременно  с чем  л.|8|
傍ら に|katawara ni|рядом; возле|8|
傍|soba|сторона|8|
傍 に|soba ni|возле  чего  л., сбоку; рядом|8|
傍|hata|сторона|8|
傍 に|hata ni|возле  чего  л., сбоку; рядом|8|
某|soregashi|некто; устаревшее:  я|8|
某々|BOUBOU|кое  кто; такие  то и такие  то|8|
冒す|okasu|отваживаться; идти на риск; поражать; повреждать; осквернять; профанировать; присваивать (чужое имя)|8|
謀る|hakaru|замышлять; планировать; намереваться|8|
謀る|tabakaru|обманывать; надувать|8|
謀|hakarigoto|замысел; план; заговор; хитрость|8|
墨|sumi|черная тушь; сепия (чернила головоногих моллюсков)|8|
没する|BOSSURU|погружаться; скрываться из виду; закатываться (о солнце); книжное:  умереть; скончаться|8|
没 に する|BOTSU ni suru|отвергать  [рукопись]|8|
翻る|hirugaeru|переворачиваться; развеваться|8|
翻す|hirugaesu|махать  чем  л.; менять (мнение; решение и т.п.); увертываться|8|
凡|BON|посредственность в идиомах|8|
凡 な|BON na|посредственный; заурядный|8|
凡 ならざる|BON narazaru|необычный; из ряда вон|8|
凡そ|oyoso|в общем; приблизительно; с отриц. совсем; вообще|8|
凡て|subete|все; все; полностью; целиком; вообще  [говоря]|8|
凡て の|subete no|весь|8|
お盆|OBON|(праздник поминовения предков; проходящий в середине августа)|8|
盆|BON|(праздник поминовения предков; проходящий в середине августа); поднос|8|
摩る|suru|тереть|8|
摩れる|sureru|тереться; стираться; снашиваться|8|
摩れ|sure|потертость|8|
摩する|MASURU|скоблить; скрести; почти касаться; быть вплотную|8|
摩する|sasuru|гладить; проводить рукой|8|
磨く|migaku|шлифовать; полировать; чистить; переносное:  шлифовать; оттачивать|8|
磨る|suru|тереть; точить; подтачивать; стачивать; переносное:  терять; лишаться (денег и т.п.)|8|
魔|MA|черт; демон; злой дух|8|
麻|asa|конопля; лен; джут; бемерия (общее  название нескольких лубяных культур)|8|
麻|o|> архаичное:; конопля; бемерия; нить из волокна конопли или бемерии|8|
埋める|umeru|закапывать; зарывать; хоронить; погребать; заполнять; затыкать; забивать; покрывать (дефицит; потери)|8|
埋まる|umaru|быть зарытым; быть погребенным; быть засыпанным; быть скрытым; быть заполненным; быть покрытым|8|
埋める|uzumeru|заполнять; покрывать; закапывать; зарывать|8|
埋まる|uzumaru|быть заполненным; быть засыпанным|8|
埋もれる|umoreru|быть засыпанным  чем  л., быть погребенным  под чем  л.; переносное:  похоронить себя (в глуши)|8|
埋もれる|uzumoreru|быть засыпанным  чем  л., быть погребенным  под чем  л.; переносное:  похоронить себя (в глуши)|8|
埋ける|ikeru|закапывать; засыпать (угли пеплом)|8|
膜|MAKU|оболочка; перепонка; плева; мембрана; пленка|8|
慢じる|MANJIRU|быть высокомерным; чваниться|8|
漫ろ|sozoro|невольно; необъяснимо; почему  то|8|
漫々|MANMAN|безбрежный; бескрайний|8|
魅する|MISURU|очаровывать; пленять|8|
魅かす|bakasu|околдовывать|8|
矛|hoko|копье; пика (; переносное:  оружие|8|
銘|MEI|надпись; гравировка (на могильном  памятнике; клинке; вазе и т.п.); название; наименование; изречение; девиз; лозунг|8|
銘じる|MEIJIRU|книжное:  запечатлевать [ся](в памяти и т.п.)|8|
銘々 の|MEIMEI no|каждый  [в отдельности]|8|
妄りに|midarini|бессистемно; как попало; беспричинно; зря; без разрешения|8|
妄りに|midari|бессистемно; как попало; беспричинно; зря; без разрешения|8|
猛る|takeru|приходить в ярость; свирепеть; свирепствовать; бушевать|8|
猛き|takeki|> устаревшее:; храбрый; отважный; свирепый; лютый|8|
猛々しい|takedakeshii|свирепый; лютый; дерзкий; наглый|8|
盲|mekura|сущ. слепой; слепота; переносное:  неграмотный; невежда|8|
盲 の|mekura no|слепой; незрячий|8|
盲|meshii|просторечное:  слепой; слепота|8|
耗り|heri|уменьшение; убыль; износ; потери|8|
紋|MON|[фамильный]  герб; узор на ткани|8|
厄|YAKU|несчастье; бедствие|8|
躍る|odoru|прыгать; скакать|8|
幽か|kasuka|еле заметный; слабый; смутный; неясный; скудный; жалкий|8|
幽する|YUUSURU|подвергать заключению; изолировать|8|
雄|osu|самец|8|
雄|YUU|> книжное:; самец; герой; великий человек; превосходство|8|
雄々しい|ooshii|мужественный; смелый|8|
融ける|tokeru|плавиться; таять|8|
融く|toku|растворять; разбалтывать|8|
誉れ|homare|честь; слава|8|
誉める|homeru|хвалить; восхищаться|8|
揚げる|ageru|поднимать (флаг; парус); доставать (что  л. из воды); запускать (змея; фейерверк); высаживаться (на берег); обжаривать во фритюре; вызывать (гейшу)|8|
揚がる|agaru|подниматься вверх; обжариваться во фритюре; воодушевляться|8|
揚げ|age|сокр.|8|
揺れる|yureru|качаться; колебаться; колыхаться; трястись; дрожать; вибрировать|8|
揺らぐ|yuragu|качаться; колебаться; колыхаться; трястись; дрожать; вибрировать|8|
揺るぐ|yurugu|качаться; колебаться; колыхаться; трястись; дрожать; вибрировать|8|
揺らめく|yurameku|качаться; колебаться; колыхаться; трястись; дрожать; вибрировать|8|
揺る|yuru|трясти; качать; колебать|8|
揺るがす|yurugasu|трясти; качать; колебать|8|
揺らす|yurasu|трясти; качать; колебать|8|
揺さぶる|yusaburu|трясти; качать; колебать|8|
揺すぶる|yusuburu|трясти; качать; колебать|8|
揺する|yusuru|трясти; качать; колебать; разговорное:  вымогать|8|
揺れ|yure|качка; тряска; вибрация|8|
揺るぎない|yuruginai|прочный; незыблемый|8|
揺々 と して|yurayura to site|колыхаясь; качаясь; дрожа|8|
擁する|YOUSURU|держать в руках; обнимать; иметь; располагать; иметь  кого  л. над собой|8|
溶ける|tokeru|растворяться; таять; плавиться (о металле)|8|
溶かす|tokasu|растворять; растапливать; плавить; расплавлять|8|
溶く|toku|растворять; разбалтывать|8|
抑える|osaeru|придерживать; придавливать; сдерживать; удерживать; препятствовать; удерживать; не отдавать; подавлять; пресекать; хватать; арестовывать|8|
抑え|osae|власть; давление; контроль; тяжесть; пресс; арьергард|8|
抑|somosomo|ну; итак; сперва; самое начало|8|
翼|YOKU|книжное:  крылья; ав. крыло; несущая поверхность; воен. фланг|8|
翼 の ある|YOKU no aru|крылатый|8|
翼|tsubasa|крыло; крылья; тех. лопасть|8|
羅|RA|газ; тонкий шелк|8|
裸 の|hadaka no|голый; обнаженный; нагой; обр. без гроша|8|
裸 で|hadaka de|нагишом; голым|8|
裸 に する|hadaka ni suru|оголить|8|
裸 に なる|hadaka ni naru|оголиться; раздеться догола|8|
雷|kaminari|гром|8|
雷|RAI|гром|8|
雷|ikazuchi|устаревшее: гром|8|
絡む|karamu|обвиваться; оплетать; цепляться; зацепляться; переносное:  сцепиться; затеять ссору|8|
絡まる|karamaru|обвиваться; зацепляться; запутываться; быть движимым (каким  л. чувством)|8|
絡める|karameru|обвивать|8|
絡げる|karageru|связывать; увязывать; подтыкать (подол)|8|
絡げ|karage|узел; связка; вязанка; подоткнутый подол|8|
嵐|arashi|буря; шторм; гроза|8|
欄|RAN|колонка; столбец; полоса; графа; поручень; перила; балюстрада|8|
欄|obashima|перила|8|
濫りに|midarini|бессистемно; как попало; беспричинно; зря; без разрешения|8|
濫りがわしい|midarigawashii|распущенный; безнравственный|8|
濫りがましい|midarigamashii|распущенный; безнравственный|8|
吏|RI|архаичное:  чиновник в идиомах|8|
履く|haku|надевать (обувь)|8|
履|kutsu|обувь|8|
粒|tsubu|зернышко; капля|8|
粒 の|tsubu no|зернистый|8|
竜|tatsu|дракон|8|
竜|RYUU|дракон в идиомах|8|
慮る|omonpakaru|книжное:  думать; размышлять; учитывать; опасаться|8|
寮|RYOU|общежитие; дача; вилла; чайный павильон|8|
猟|RYOU|охота; добыча (на охоте)|8|
猟 する|RYOU suru|охотиться|8|
糧|kate|пища; продовольствие; провизия|8|
塁|RUI|крепостной вал; укрепление; бейсбол  база|8|
涙|namida|слезы|8|
涙ぐむ|namidagumu|прослезиться|8|
涙ぐましい|namidagumashii|трогательный|8|
累|RUI|беспокойство; осложнения в идиомах|8|
累々|RUIRUI|книжное:  грудами|8|
励む|hagemu|прилагать старания; быть усердным|8|
励ます|hagemasu|стимулировать; побуждать; поощрять; воодушевлять|8|
励み|hagemi|воодушевление; поощрение; стимул|8|
励まし|hagemashi|воодушевление; поощрение; стимул|8|
鈴|suzu|колокольчик; звонок|8|
鈴|RIN|колокольчик; звонок|8|
零|REI|ноль|8|
零|zero|ноль|8|
零れる|koboreru|проливаться; переливаться через край; расплескиваться; рассыпаться|8|
零す|kobosu|проливать; рассыпать; жаловаться; ныть|8|
霊|REI|дух; душа; призрак|8|
霊|tama|дух; душа; призрак|8|
霊|tamashii|дух; душа; призрак|8|
麗しい|uruwashii|прекрасный; милый; трогательный|8|
麗らか な|uraraka na|прямое и переносное:  ясный; светлый|8|
麗々しい|REIREISHII|показной; нарочитый; броский|8|
麗々 と|REIREI to|напоказ; кричаще|8|
齢|yowai|возраст|8|
齢|toshi|возраст; годы; лета|8|
暦|koyomi|календарь|8|
劣る|otoru|быть хуже (ниже), уступать|8|
烈しい|hageshii|сильный; яростный; ожесточенный; страстный|8|
