Japanese|Romaji|English|Utility|Type
羨ましい|urayamashii|envious; enviable|9|
羨む|urayamu|envy; be envious|9|
羨み|urayami|envy|9|
腺|SEN|anat. gland|9|
薦める|susumeru|recommend|9|
薦|komo|straw mat|9|
詮|kai|effect; result; fruit; avail; use|9|
詮ない|SENNAI|colloquial:  useless; unavailing|9|
詮ずる|SENZURU|consider; discuss|9|
践む|fumu|tread; step on  smth.|9|
遷る|utsuru|move; relocate; transfer|9|
漸く|youyaku|gradually; little by little; hardly; barely; at last; finally|9|
漸|yaya|somewhat; to some extent; slightly; a little; quite; fairly; pretty; rather|9|
禅|ZEN|Buddh. meditation; dhyana; Zen (a sect of Buddhism and  the basic concept of this sect)|9|
膳|ZEN|small low dining table; tray; meal set on a table; dinner|9|
お膳|OZEN|small low dining table; tray; meal set on a table; dinner|9|
措く|oku|lay aside; set apart; except; discontinue; give up|9|
曽て|katsute|once; formerly; before; ever|9|
曽て|hii|once; formerly; before; ever|9|
曽て|hi|once; formerly; before; ever|9|
曽て の|katsute no|former; one  time|9|
曽て の|hii no|former; one  time|9|
曽て の|hi no|former; one  time|9|
狙う|nerau|aim at  smth., sight; have an eye to  smth.|9|
狙い|nerai|aim; target; objective|9|
礎|ishizue|foundation stone; cornerstone; basis; base|9|
阻む|habamu|obstruct; hinder; hamper; check; impede|9|
僧|SOU|Buddhist priest; monk; bonze; priesthood|9|
爽やか|sawayaka|refreshing; bracing; clear (as of a voice); fluent (as of speech)|9|
爽やか|sawayakana|refreshing; bracing; clear (as of a voice); fluent (as of speech)|9|
爽々 と して|sawasawa to shite|refreshingly|9|
捜す|sagasu|search; look for|9|
槽|fune|vat; tub; tank; vessel|9|
燥ぐ|hashagu|dry up; parch; frolic; make merry; romp about; be in high spirits|9|
痩せる|yaseru|get thin; lose weight; become infertile (as of soil)|9|
痩せた|yaseta|thin; lean; skinny; slender|9|
痩せこける|yasekokeru|get thin; lose flesh|9|
痩せぎす|yasegisu|slim; slender; thin|9|
痩せっぽち|yaseppochi|mere skeleton; bag of bones|9|
霜|shimo|frost; hoarfrost|9|
促す|unagasu|urge; press; incite; stimulate; hasten; accelerate|9|
袖|sode|sleeve|9|
遜る|herikudaru|be modest; be humble|9|
唾|tsubaki|saliva; sputum|9|
唾|tsuba|saliva; sputum|9|
唾する|tsubakisuru|spit|9|
堕する|DASURU|descend (to smth. unworthy)|9|
堕ちる|ochiru|fall (esp. from the heaven)|9|
拓く|hiraku|open up (virgin land), reclaim|9|
濯ぐ|susugu|rinse; wash; fig. wipe out (the disgrace)|9|
濯ぐ|yusugu|rinse|9|
濯ぎ|susugi|rinse; washing; water for washing feet|9|
嘆く|nageku|sigh; lament; moan; grieve|9|
嘆かわしい|nagekawashii|lamentable; deplorable|9|
嘆じる|TANJIRU|lament; moan; grieve; admire|9|
嘆|TAN|sigh; grief|9|
綻びる|hokorobiru|open (as of a seam); be torn; come out (as of buds etc.); begin to bloom|9|
綻ぶ|hokorobu|open (as of a seam); be torn; come out (as of buds etc.); begin to bloom|9|
綻び|hokorobi|open seam; rent|9|
綻ばせる|hokorobaseru|tear; rip; split (seams); crack (a smile)|9|
綻ばす|hokorobasu|tear; rip; split (seams); crack (a smile)|9|
胆|TAN|gallbladder; liver; courage; pluck in idioms:|9|
胆|kimo|courage; pluck|9|
胆|i|gallbladder|9|
鍛える|kitaeru|forge; temper; train; discipline; drill|9|
抽んでる|nukinderu|be outstanding; excel|9|
鋳る|iru|cast; mint; coin|9|
挑む|idomu|challenge; defy; dare; provoke; make advances; flirt|9|
勅|CHOKU|imperial order|9|
勅|mikotonori|imperial order|9|
捗る|hakadoru|make progress; advance|9|
捗々しい|hakabakashii|rapid; expeditious; favorable; successful|9|
津|tsu|port; harbor; ferry; Tsu (city; capital of Mie prefecture)|9|
墜ちる|ochiru|fall down|9|
椎|shii|bot. Japanese chinquapin (tree),= Castanopsis cuspidata|9|
塚|tsuka|hillock; mound; heap; barrow; tumulus; grave mound|9|
鶴|tsuru|crane; = Gruidae|9|
堤|tsutsumi|dike; dam; embankment|9|
溺れる|oboreru|drown; indulge in  smth., be addicted|9|
溺らす|oborasu|drown; involve; cause to be addicted|9|
徹る|tooru|penetrate; pierce|9|
徹する|TESSURU|penetrate; pierce|9|
徹す|toosu|be pervious to (light; water etc.)|9|
撤する|TESSURU|remove; withdraw (troops); dismantle; disarm (a ship)|9|
填める|hameru|fill in|9|
填まる|hamaru|go into; get into; fit; suit; be appropriate; slip; fall into; be taken in; be addicted to  smth.|9|
貼る|haru|stick; paste; apply to; cover|9|
妬む|netamu|be jealous; envy|9|
妬む|sonemu|be jealous; envy|9|
妬み|netami|jealousy; envy|9|
妬ましい|netamashii|jealous; envious|9|
妬く|yaku|be jealous|9|
妬ける|yakeru|be jealous|9|
賭ける|kakeru|bet; wager; stake; gamble|9|
賭する|TOSURU|bet; wager; stake; gamble|9|
賭を する|kakewo suru|bet; wager; stake; gamble|9|
賭け|kake|betting; gambling; bet; stake; figurative:  gamble; risky action|9|
唐|TOU|Tang dynasty (China; 618-907)|9|
唐|kara|arch:  China; Cathay|9|
悼む|itamu|mourn; lament; grieve|9|
桃|momo|peach (tree or fruit),= Prunus persica|9|
匿う|kakumau|hide; shelter; give refuge|9|
篤い|atsui|kind; cordial|9|
篤と|TOKUTO|seriously; deliberately|9|
凸|deko|informal: [prominent]  forehead; beetle brow|9|
お凸|odeko|informal: [prominent]  forehead; beetle brow|9|
謎|nazo|riddle; puzzle; enigma; hint; tip|9|
謎々|nazonazo|riddle; puzzle; enigma; hint; tip|9|
謎めいた|nazomeita|enigmatic; mysterious; puzzling|9|
鍋|nabe|pot; pan; saucepan|9|
お鍋|onabe|pot; pan; saucepan; obsolete:  maidservant|9|
尼|ama|[Buddhist]  nun|9|
虹|niji|rainbow|9|
尿|NYOU|urine|9|
尿|yubari|obsolete: urine|9|
尿|ibari|obsolete: urine|9|
妊む|haramu|get pregnant; conceive|9|
寧ろ|mushiro|rather (sooner)...  [than...]|9|
捻る|hineru|twirl; twist; twiddle; wring; wrench; incline (the head); bend (the body); pinch; defeat; beat|9|
捻り|hineri|twist; twisting|9|
お捻り|ohineri|small gift of money in an envelope|9|
捻くる|hinekuru|twirl; twist; play with  smth.; quibble; split hairs|9|
捻くれる|hinekureru|be twisted; be warped; be crooked; be perverse|9|
捻じる|nejiru|screw; twist; wrench; wring; turn (a faucet); distort; make capital out of  smb. 's  slip of the tongue|9|
捻じれる|nejireru|be twisted; be awry; be distorted; be perverse|9|
罵る|nonoshiru|revile; abuse; scold|9|
漠々|BAKUBAKU|vague; obscure; vast; boundless|9|
漠|BAKU|vague; obscure; vast; boundless|9|
箸|hashi|chopsticks|9|
お箸|ohashi|chopsticks|9|
畔|aze|rice paddy ridge|9|
畔|kuro|rice paddy ridge|9|
畔|hotori|waterside; shore|9|
藩|HAN|feudal domain; fief; feudal clan|9|
妃|HI|lit:  princess; empress; consort (wife of a member of the Imperial  or Royal family)|9|
扉|tobira|[hinged]  door; door leaf; front page; title page|9|
碑|ishibumi|tombstone; [inscribed]  stone monument|9|
眉|mayu|eyebrow[s]|9|
膝|hiza|knee; lap|9|
肘|hiji|elbow|9|
苗|nae|[rice]  seedling; sapling; young plant|9|
赴く|omomuku|proceed to; go to; head for; become; tend towards|9|
侮る|anadoru|despise; disdain; scorn; hold in contempt|9|
侮る|anazuru|obsolete: despise; disdain; scorn; hold in contempt|9|
憤る|ikidooru|resent; be indignant|9|
憤る|muzukaru|fret; be cross; be peevish|9|
憤る|mutsukaru|fret; be cross; be peevish|9|
併せて|awasete|in addition; besides|9|
併せて|awaseru|in addition; besides|9|
併し|shikashi|however; nevertheless|9|
穂|ho|spike; ear of grain; head (of a spear); tip (of a brush); crest (of a wave)|9|
峰|mine|summit; peak; back of a sword|9|
泡|awa|foam; bubbles; suds; froth|9|
蜂|hachi|bee; wasp|9|
妨げる|samatageru|hinder; obstruct; impede; disturb|9|
妨げ|samatage|hindrance; obstruction; disturbance|9|
紡ぐ|tsumugu|spin; make yarn|9|
膨らむ|fukuramu|swell; expand; become inflated|9|
膨れる|fukureru|swell; expand; become inflated; sulk; get sulky|9|
頬|hoo|cheek; cheeks|9|
頬|hoho|cheek; cheeks|9|
頬っぺた|hoppeta|informal: cheek; cheeks|9|
撲つ|utsu|strike; hit; beat; give a blow|9|
勃々|BOTSUBOTSU|spirited; energetic|9|
枕|makura|pillow; tech. cushion; pad; bolster; storyteller's preparatory remarks|9|
繭|mayu|cocoon|9|
繭|mayo|arch: cocoon|9|
岬|misaki|promontory; cape|9|
岬|saki|promontory; cape|9|
蜜|MITSU|[floral]  nectar; honey|9|
霧|kiri|fog; mist|9|
霧る|kiru|rare  become misty|9|
婿|muko|son  in  law (esp. adopted); bridegroom|9|
冥々|MEIMEI|lit:  darkness|9|
冥々 の|MEIMEI no|invisible in the dark; divine|9|
冥い|kurai|dark|9|
茂る|shigeru|grow thick; be luxuriant|9|
茂み|shigemi|thicket; bush|9|
餅|mochi|rice cake|9|
お餅|omochi|mochi rice cake|9|
柳|yanagi|[weeping]  willow|9|
愉しい|tanoshii|pleasant; enjoyable; merry|9|
癒やす|iyasu|heal (esp. a wound); quench (thirst); wreak (vengeance); satisfy (appetite)|9|
癒える|ieru|be healed; recover; close up|9|
諭す|satosu|admonish; remonstrate; warn; persuade|9|
悠々 と|YUUYUU to|leisurely; calmly; serenely|9|
悠々 たる|YUUYUU taru|vast; boundless|9|
湧く|waku|gush out; spring forth; come out; suddenly appear; breed; be hatched (as of worms etc.)|9|
裕か|yutaka|abundant; ample; plentiful; rich|9|
隆々|RYUURYUU|prosperous; thriving|9|
虜|toriko|captive; prisoner|9|
陵|misasagi|imperial tomb|9|
賂い|mainai|present; bribe|9|
傲る|ogoru|be proud (arrogant; haughty; vaunt)|9|
傲り|ogori|pride; haughtiness; arrogance|9|
喩え|tatoe|i2727; allegory; metaphor; proverb; saying|9|
喩える|tatoeru|liken; compare; speak figuratively|9|
嗅ぐ|kagu|smell; scent; sniff|9|
嘲る|azakeru|deride; ridicule; insult; sneer; scorn; taunt; jeer; mock|9|
嘲り|azakeri|derision; sneer; scorn|9|
籠|kago|basket; hamper; crate; cage; coop|9|
籠もる|komoru|seclude oneself; be confined in; be filled with (smoke), be stuffy; be fraught with  smth.|9|
お籠り|okomori|praying all night in a shrine or temple|9|
籠める|komeru|include; put in; count in; devote oneself to  smth.; load (a gun etc.)|9|
籠む|komu|include; put in; count in; devote oneself to  smth.; load (a gun etc.)|9|
羞じる|hajiru|feel ashamed|9|
羞じらう|hajirau|be shy; be bashful|9|
貪る|musaboru|covet; crave; be greedy (gluttonous) of  smth.; indulge in  smth.|9|
壱|ICHI|one (used in legal documents and checks)|10|
謁|ETSU|audience (with the Emperor)|10|
謁する|ESSURU|have an audience with|10|
乙|kinoto|nd calendar sign (celestial stem) in  Chinese sexagenary cycle|10|
乙|OTSU|the second|10|
乙な|OTSUNA|queer; strange; delicate; nice|10|
乙|oto|arch:  younger brother; younger sister|10|
拐かす|kadowakasu|kidnap; abduct|10|
骸|mukuro|corpse; bones|10|
嚇かす|odokasu|threaten; intimidate; startle|10|
較べる|kuraberu|compare|10|
且つ|katsu|moreover; furthermore; also|10|
伎|GI|skill|10|
斤|KIN|kin; catty (Asian unit of weight; Malay  kati; Chinese  jin; in Japan: 600 g; 160  momme)|10|
虞|osore|anxiety; fears; danger; risk|10|
渓|tani|valley; gorge; ravine|10|
舷|funabata|ship's side; gunwale|10|
乞う|kou|beg; ask for; plead|10|
唆す|sosonokasu|tempt; seduce; allure; entice; instigate; incite; abet; stir up|10|
唆る|sosoru|excite; incite; stimulate; arouse; stir up|10|
桟|SAN|crosspiece; door bolt|10|
斬る|kiru|cut  smb. with a sword; behead; kill|10|
璽|JI|Emperor's seal|10|
詔|mikotonori|imperial edict|10|
芯|SHIN|core; center; heart; wick (of a lamp; candle etc.); lead (of a pencil); long shoot  or  branch|10|
須らく|subekaraku|necessarily; by all means|10|
裾|suso|lower part of clothing; hem; train; foot (of a mountain)|10|
畝|une|ridge between furrows; rib; cord (in cloth); ridge (of a mountain); crest (of a wave)|10|
畝|se|unit of square measure (99.17  sq. m; 30  bu)|10|
牲|nie|> obsolete:; relgious offering; sacrifice; present; gift|10|
逝く|yuku|lit:  pass away; depart this life|10|
遡る|sakanoboru|go upstream; figurative:  go back (to the past), retroact|10|
遭う|au|meet with  smth., encounter; experience|10|
遭わせる|awaseru|expose  smb. to  smth.|10|
捉える|toraeru|catch; capture; grasp; seize|10|
捉まえる|tsukamaeru|catch; get; nab; capture; arrest|10|
捉まる|tsukamaru|be caught; be arrested; hold  [fast]  to  smth.|10|
堆く|uzutakaku|high; in a heap; in a pile|10|
堆く|uzutakai|high; in a heap; in a pile|10|
戴く|itadaku|humble  accept; receive; be given; be favored with; humble  eat; drink; be crowned; wear (a crown); be presided over by  smb.; after a verb in ' te'  form humbly  indicates that the action is  carried out for the speaker|10|
但し|tadashi|however; provided that; on condition that|10|
朕|CHIN|obsolete:  We (first person pronoun  used by the Emperor)|10|
坪|tsubo|unit of square measure (3.3  sq. m; 36  sq. shaku)|10|
斗|TO|unit of capacity (18.039  liters; 10  sho)|10|
憧れる|akogareru|admire; adore; yearn for  smth., aspire to  smth.|10|
憧れ|akogare|yearning; aspiration|10|
憧れ の|akogare no|longed  for; coveted|10|
瞳|hitomi|pupil (of the eye); figurative:  one's eyes|10|
弐|NI|two (used in legal documents and checks)|10|
頒つ|wakatsu|share (smth. with people), distribute|10|
膚|hada|skin; body|10|
丙|hinoe|rd calendar sign (celestial stem) in Chinese sexagenary cycle|10|
丙|HEI|the third|10|
塀|HEI|fence; wall|10|
蔽う|oou|cover up; screen; shield; conceal|10|
倣う|narau|imitate; emulate; copy after  smb., follow an example|10|
貌|katachi|form; shape; appearance; figure|10|
睦まじい|mutsumajii|intimate; friendly; harmonious|10|
睦む|mutsumu|get along well together|10|
睦ぶ|mutsubu|get along well together|10|
堀|hori|canal; ditch; moat|10|
猶|nao|still more; in addition; further; lit:  still; yet; even; lit:  just like; no more than...; then; and; furthermore (opening  word; often omitted in translation)|10|
窯|kama|kiln; oven; furnace|10|
謡い|utai|chanting (of a Noh play text)|10|
謡う|utau|chant; recite (a Noh play text)|10|
藍|ai|bot. Chinese indigo; = Persicaria tinctoria; indigo (dye or color)|10|
厘|RIN|old monetary unit (1/10  of a sen); unit of length (0.3  mm; 1/100  of a sun); unit of weight (37.5  mg; 1/100  of a momme); /10  of 10 %; 0.|10|
麓|fumoto|foot (of a mountain or hill)|10|
毀つ|kobotsu|lit:  break; destroy; demolish|10|
毀す|kowasu|break down; destroy; demolish; injure; impair; damage; ruin; take apart; disassemble; pull to pieces; upset; frustrate; spoil; mar|10|
毀れる|kowareru|break; be broken; come to pieces; be destroyed; be damaged; get out of order; fall through; miscarry; be upset; be broken off|10|
毀れる|koboreru|be nicked (chipped; broken)|10|
恣 に|hoshiimama ni|at will; as one pleases|10|
恣 に する|hoshiimama ni suru|have one's own way; do as one pleases|10|
恣 な|hoshiimama na|self  indulgent; wayward; selfish; despotic; arbitraty|10|
惧れる|osoreru|fear; be afraid|10|
惧れ|osore|apprehension; fear|10|
慄く|ononoku|shudder; tremble|10|
憬れる|akogareru|admire; adore; yearn for  smth., aspire to  smth.|10|
拉ぐ|hishigu|crush; squash; smash; beat; outpower|10|
拉げる|hishigeru|be crushed (squashed), collapse|10|
拉する|RASSURU|lit:  pull along by force; abduct|10|
楷|KAI|abbrev.printed (square) style of kanji calligraphy|10|
璧|HEKI|jewel or glass disk with a hole in its center (used for various rituals in ancient China)|10|
璧|tama|gem; jewel|10|
訃|FU|lit:  report of  smb. 's  death|10|
溢れる|afureru|overflow|11|
溢れる|koboreru|spill; overflow; be scattered|11|
溢す|kobosu|spill; slop; scatter; grumble; complain|11|
溢れる|abureru|be unlucky in fishing; hunting etc.; have no catch; fail to get a job|11|
嘘|uso|lie; fib; falsehood|11|
嘘 の|uso no|false; untrue|11|
嘘 で ある|uso de aru|be wrong; be not worth; be unadvisable|11|
瓜|uri|general term for gourds (melon; pumpkin; watermelon; zucchini; cucumber etc.)|11|
噂|uwasa|rumor; gossip|11|
噂 する|uwasa suru|gossip about  smth.|11|
伽|togi|entertaining; keeping company; entertainer; nursing; nurse|11|
伽 する|togi suru|entertain; amuse (visitors etc.); nurse (a sick person)|11|
お伽|otogi|entertaining; keeping company; entertainer; nursing; nurse|11|
お伽 する|otogi suru|entertain; amuse (visitors etc.); nurse (a sick person)|11|
お伽 の|otogi no|fairy|11|
霞|kasumi|mist; haze; dimness|11|
霞む|kasumu|be hazy; grow dim; be blurred; be upstaged; be outshone|11|
臥す|fusu|lie down; lie prostrate|11|
臥せる|fuseru|lie down|11|
咳|seki|cough; coughing|11|
咳 する|seki suru|cough; have a cough|11|
咳|shiwabuki|lit:   cough; coughing|11|
咳 する|shiwabuki suru|cough; have a cough|11|
咳く|seku|cough; have a cough|11|
咳く|shiwabuku|cough; have a cough|11|
叶う|kanau|come true; be fulfilled|11|
叶える|kanaeru|grant; answer; hear (a prayer)|11|
鞄|kaban|bag; suitcase|11|
癌|GAN|cancer|11|
贋|nise|fake; counterfeit; forgery|11|
贋 の|nise no|false; counterfeit|11|
嬉しい|ureshii|glad; happy; joyful; pleased|11|
嬉々 と して|KIKI to shite|joyfully; merrily|11|
掬う|sukuu|scoop; dip up; trip  smb. up|11|
掬する|KIKUSURU|> lit:; scoop up (water etc.) with both hands; understand (smb. 's feelings), empathize with  smb.|11|
掬す|KIKUSU|> lit:; scoop up (water etc.) with both hands; understand (smb. 's feelings), empathize with  smb.|11|
汲む|kumu|draw (water), ladle; pump; consider; sympathize with|11|
汲々 と して する|KYUUKYUU to shite suru|be engrossed in  smth.|11|
喰う|kuu|> colloquial:; eat; devour; drink; make one's living; bite; gnaw; sting; peck; consume; require; get (a slap in the face etc.)|11|
喰らう|kurau|>  vulg.; eat; devour; drink; make one's living; get (a slap in the face etc.)|11|
屑|kuzu|junk; trash; waste; scrap|11|
隈|kuma|corner; nook; bend; turn; indentation; shade; shading; make  up|11|
隈なく|kumanaku|in every nook and cranny|11|
隈々 に|kumaguma ni|in every nook and cranny|11|
繋ぐ|tsunagu|tie; fasten; hitch; moor; connect; join|11|
繋げる|tsunageru|tie; fasten; hitch; moor; connect; join|11|
繋ぎ|tsunagi|connection; stopgap; substitute; interlude (in Kabuki theater); overall|11|
繋がる|tsunagaru|be tied up; be fastened to; be related to; follow closely|11|
繋がり|tsunagari|connection; relationship|11|
繋る|kakaru|lie at anchor|11|
諺|kotowaza|proverb; maxim|11|
鯉|koi|carp; = Cyprinus carpio|11|
惚れる|horeru|fall in love with  smb.; be charmed|11|
惚ける|bokeru|grow senile|11|
惚ける|houkeru|grow senile; be absorbed; forget everything|11|
惚け|boke|slang  senility; senile person|11|
冴える|saeru|be clear (bright); be cold; be chilly; attain skill; be dexterous|11|
冴えた|saeta|[crystal -] clear; bright; cold; chilly; skillful; dexterous|11|
冴え|sae|brightness; clearness|11|
朔|SAKU|astr. new moon|11|
錆|sabi|rust; tarnish|11|
錆る|sabiru|rust; get rusty|11|
縞|shima|stripe|11|
錫|suzu|tin|11|
醤|hishio|fermented paste (obsolete common  term for predecessors of modern  seasonings such as miso or soy sauce)|11|
杖|tsue|staff; cane; walking stick|11|
蝕む|mushibamu|o1419; be worm  eaten; figurative:  gnaw at  smth., undermine|11|
雀|suzume|[Eurasian tree]  sparrow; = Passer montanus|11|
尖る|togaru|be pointed; be sharp|11|
尖る|tongaru|be pointed; be sharp|11|
尖り|togari|pointed end|11|
尖り|tongari|pointed end|11|
尖った|togatta|pointed; sharp|11|
尖らす|togarasu|sharpen; make pointed|11|
尖|saki|point; tip; end|11|
鼠|nezumi|rat; mouse; dark gray|11|
鼠|nezu|rat; mouse; dark gray|11|
叢がる|muragaru|crowd together|11|
叢がる|mura|crowd together|11|
揃う|sorou|be complete; make a pair  or  set; assemble; gather; be all present; match; be uniform|11|
揃って|sorotte|in a body; en masse; all together|11|
揃い|soroi|uniformity; sameness; set; suit; pair; attendance|11|
揃える|soroeru|complete (a set etc.); arrange properly; put in order; do  smth. in concert|11|
茸|kinoko|mushroom|11|
茸|take|mushroom|11|
只|tada|only; solely; merely; simply|11|
只 の|tada no|common; usual; free of charge|11|
只 で|tada de|free; without charge|11|
只さえ|tadasae|to make matters worse|11|
叩く|tataku|strike; beat; knock; thrash; slap; mince; pound; criticize; attack; clobber; sound out; consult (an expert)|11|
叩き|tataki|hard  packed floor; minced stuff (meat etc.)|11|
叩く|hataku|dust; slap; clear dust away|11|
叩き|hataki|dusting; duster|11|
喋る|shaberu|talk; chat|11|
お喋り|oshaberi|idle talk; chattering|11|
喋々|CHOUCHOU|chatter; be long  winded|11|
掴む|tsukamu|grasp; seize; catch; grab|11|
掴み|tsukami|handful; tech  grip; clamp|11|
掴まえる|tsukamaeru|catch; get; nab; capture; arrest|11|
掴まる|tsukamaru|be caught; be arrested; hold  [fast]  to  smth.|11|
掴ませる|tsukamaseru|let  smb. grasp  smth.; fob; palm off; impose upon; bribe|11|
辻|tsuji|crossroads; crossing|11|
綴じる|tojiru|bind (a book), stitch up; file; sew up|11|
綴じ|toji|binding; stitching; sewing|11|
綴る|tsuduru|spell; write; compose (poetry etc.); bind; patch|11|
綴る|tsuzuru|spell; write; compose (poetry etc.); bind; patch|11|
綴り|tsuduri|spelling; orthography; syllable; binding; sewing|11|
綴り|tsuzuri|spelling; orthography; syllable; binding; sewing|11|
綴れ|tsudure|rags; tatters|11|
綴れ|tsuzure|rags; tatters|11|
吊る|tsuru|suspend; hang; wear (a sword)|11|
吊るす|tsurusu|suspend; hang; wear (a sword)|11|
吊るし|tsurushi|hand  me  down clothes|11|
剃る|soru|shave|11|
剃る|suru|dial.shave|11|
纏う|matou|put on; wind around; be clad in  smth.|11|
纏める|matomeru|settle; resolve; conclude; put in order; arrange; put together; collect; unify; consolidate|11|
纏めて|matomete|together; in bulk|11|
纏め|matome|summary; conclusion; mediation; arbitration|11|
纏まる|matomaru|be settled; be concluded; be in order; we well arranged; be collected; be consistent; be coherent; be united|11|
纏まり|matomari|settlement; conclusion; consistence; coherence; unity; coordination|11|
纏わる|matsuwaru|coil round; dangle after  smb.|11|
纏い|matoi|fireman's standard|11|
祷る|inoru|pray|11|
祷り|inori|prayer|11|
禿げ|hage|baldness; bald head; bald patch; bald person|11|
禿げる|hageru|grow bald|11|
禿ちょろ|hagechoro|half  bald person|11|
禿る|chibiru|wear out; waste away (brush etc.)|11|
禿|kaburo|bald head; bare mountain; childish short haircut; obsolete:  little girl attending  on a courtesan|11|
禿|kamuro|bald head; bare mountain; childish short haircut; obsolete:  little girl attending  on a courtesan|11|
馴らす|narasu|accustom; inure; tame; domesticate|11|
馴れる|nareru|get used; become domesticated|11|
馴れっこ に なる|narekko ni naru|colloquial:  become  well acquainted with  smth.|11|
馴々しい|narenareshii|unceremonial; overfamiliar|11|
賑やか|nigiyaka|lively; cheerful; gay; bustling; crowded; busy; prosperous|11|
賑やか|nigiyakana|lively; cheerful; gay; bustling; crowded; busy; prosperous|11|
賑わしい|nigiwashii|lively; cheerful; gay; bustling; crowded; busy; prosperous|11|
賑わう|nigiwau|be bustling; be crowded; prosper; flourish|11|
賑わい|nigiwai|bustle; crowd; turnout; prosperity|11|
賑わす|nigiwasu|enliven; give alms|11|
賑々しい|niginigishii|prosperous; merry; lively|11|
濡れる|nureru|get wet; be damp; be soaked; make love|11|
濡らす|nurasu|wet; moisten; dip; soak|11|
濡つ|sobotsu|get wet; be soaked; drizzle|11|
濡れそぼつ|nuresobotsu|be soaked to the skin|11|
嚢|fukuro|sack; bag; pouch|11|
這う|hau|crawl; creep; trail (vines)|11|
秤|hakari|scales; balances; steelyard|11|
曝す|sarasu|bleach; refine; expose to (light; air etc.)|11|
曝し|sarashi|bleaching; bleached cotton; exposing a criminal or criminal's head|11|
髭|hige|beard; mustache|11|
撫でる|naderu|stroke; pat; smooth down|11|
糞|FUN|excrement; feces; manure|11|
糞|kuso|informal:  shit; crap (also used as a swear word)|11|
糞|baba|poop (said to children or by children)|11|
頁|peeji|page; leaf {_ When used as a radical; is traditionally _ called  (.}|11|
僻する|HEKISURU|be prejudiced; be biased; be warped; lean to one side|11|
僻む|higamu|be prejudiced; be biased; be touchy|11|
僻み|higami|prejudice; bias; jaundice; touchiness|11|
呆れる|akireru|be amazed (aghast; appalled; shocked)|11|
呆れた|akireta|ridiculous; horrible; disgusting|11|
呆ける|bokeru|grow senile|11|
捧げる|sasageru|lift up; give; present; offer; sacrifice; dedicate|11|
萌す|kizasu|sprout; germinate; spring up; dawn|11|
萌し|kizashi|sprouting; germination|11|
萌える|moeru|sprout; bud; put forth shoots|11|
萌やし|moyashi|malt; bean sprouts|11|
萌やす|moyasu|malt; cause to sprout|11|
殆ど|hotondo|almost; nearly; almost all|11|
殆|hotohoto|quite; really|11|
幌|horo|hood; folding top (of a carriage or rickshaw)|11|
儲ける|moukeru|earn; gain; get (profit), make (money); make a good bargain|11|
儲け|mouke|profits; earnings|11|
儲かる|moukaru|yield profit; be profitable|11|
儲かりまっか|moukarimakka|, standard  greeting in Osaka dialect; distorted|11|
勿れ|nakare|lit:  do not; be not; must not|11|
貰う|morau|get; have; obtain; accept; have  smb. to do  smth.(after a verb in ' te'  form  indicates that the action is  taken by smb. for the subject)|11|
貰い|morai|present; alms; tip; geisha's call from another party|11|
爺|jiji|grandad; informal:  old man|11|
爺|jijii|grandad; informal:  old man|11|
爺|jii|grandad; informal:  old man|11|
爺さん|jiisan|grandad; informal:  old man|11|
お爺さん|ojiisan|grandad; informal:  old man|11|
爺や|jiiya|old servant|11|
溜める|tameru|accumulate; amass; pile up; gather; collect; lay up; save (money); leave undone; leave unpaid|11|
溜め|tame|sinkhole; cesspool; manure vat|11|
溜まる|tamaru|collect; gather; accumulate|11|
溜まり|tamari|gathering place; haunt; waiting room; taxi stand; a sort of soy sauce|11|
龍|tatsu|dragon|11|
龍|RYUU|dragon in idioms: {_ This character and its simplified form _ are both in common use.}|11|
詫る|wabiru|apologize; make an excuse|11|
詫|wabi|apology; excuse|11|
椀|WAN|bowl (wooden or lacquered)|11|
仄か な|honoka na|dim; faint; vague; indistinct|11|
仄か に|honoka ni|dimly; faintly; vaguely; obscurely|11|
仄めく|honomeku|appear faintly; be seen dimly|11|
仄めかす|honomekasu|hint; allude; suggest; intimate|11|
仄めかし|honomekashi|hint; suggestion; intimation|11|
仄々 と|honobono to|dimly; faintly|11|
侘|wabi|(Japanese esthetic category  which connotes freshness; rustic simplicity; poverty; imperfect quality and assymetry)|11|
侘しい|wabishii|poor; shabby; miserable; lonesome; forlorn|11|
侘びる|wabiru|be plain (poor; rustic)|11|
侘びる を|wabiru wo|grieve about  smth.; live (a lonely life)|11|
嵌める|hameru|put on; slip on (a ring; gloves etc.); insert; fit into; set in; inlay; enchase; plunge; throw into (a pit etc.); fill in; informal:  entrap; ensnare; cheat|11|
嵌まる|hamaru|go into; get into; fit; suit; be appropriate; slip; fall into; be taken in; be addicted to  smth.|11|
拵える|koshiraeru|make; manufacture; prepare; arrange; build; raise; make (money); make up; fabricate; invent; have (a lover; a child etc.); dress oneself up|11|
拵え|koshirae|make; workmanship; mountings (of a sword to be worn); arrangement; preparation; dress; getup; outfit; makeup; toilet|11|
拵え する|koshirae suru|make arrangements; make ready; get dressed|11|
揉む|momu|crumple; rumple; wrinkle; rub; massage; figurative:  train; coach; worry; be anxious|11|
揉める|momeru|be crumpled; be rumpled; have a quarrel; be in discord|11|
揉まれる|momareru|be crumpled; be wrinkled; figurative:  be tried; be buffeted|11|
