Japanese|Romaji|English|Utility|Type
仮声|kasei|falsetto|10|
加勢|kasei|help; aid; support; backing; helper; assistant; milit. reinforcements|10|
加勢 する|kasei suru|help; assist; take sides with  smb.|10|
家政|kasei|household management; housekeeping; home economy|10|
家声|kasei|lit. honor of the family|10|
歌聖|kasei|lit. great poet; master poet|10|
火勢|kasei|force of the fire; flames; fire|10|
火星|kasei|astr. Mars|10|
苛性 の|kasei no|chem. caustic|10|
苛政|kasei|lit. tyranny; despotism|10|
寡勢|kazei|lit. small  [military]  force|10|
苛税|kazei|lit. heavy taxation|10|
課税|kazei|taxation; tax; duty; |10|
課税 する|kazei suru|tax; levy a tax|10|
画聖|gasei|eleg. great artist; master painter|10|
火成岩|kaseigan|geol. igneous rock; magmatic rock|10|
仮性近視|kaseikinshi|med. false shortsightedness; pseudomyopia|10|
化成工業|kaseikougyou|chemical industry|10|
課税控除|kazeikoujo|tax exemption|10|
課税所得|kazeishotoku|taxable income|10|
火星人|kaseijin|Martian|10|
苛性ソウダ|kaseisouda|chem. caustic soda; sodium hydroxide|10|
化成肥料|kaseihiryou|chemical fertilizer|10|
家政婦|kaseifu|housemaid; home help|10|
カゼイン|kazein|chem. casein|10|
化石|kaseki|fossil  [remains]; petrifaction|10|
稼ぎ|kasegi|labor; work; earnings; income; pay|10|
化石学|kasekigaku|fossilology|10|
化石層|kasekisou|geol. fossiliferous stratum; fossil bed|10|
稼ぎ手|kasegite|breadwinner; supporter; hard  working person; good worker|10|
化石燃料|kasekinenryou|fossil fuel|10|
稼ぐ|kasegu|work for one's living; earn|10|
仮設|kasetsu|temporary construction; |10|
仮設 の|kasetsu no|temporary; provisional; hypothetic; fictional|10|
仮説|kasetsu|hypothesis; conjecture; |10|
仮説 の|kasetsu no|hypothetical|10|
佳節|kasetsu|lit. auspicious occasion; fete day|10|
架設|kasetsu|construction; erection; installation; |10|
架設 する|kasetsu suru|construct; build; span (a bridge); lay (a cable); install (a telephone)|10|
カセット|kasetto|cassette|10|
ガゼット|gazetto|gazette; bulletin|10|
カセットテエプ|kasettoteepu|cassette tape|10|
カセットデッキ|kasettodekki|cassette deck|10|
カセットブック|kasettobukku|audiobook; book on a tape (literally  )|10|
風通し|kazetooshi;kazatooshi|[good or bad]  ventilation; fig. openness; open atmosphere|10|
乾せる|kaseru|dry up (lacquer); scab; be poisoned (with lacquer)|10|
風邪を引く|kazewohiku|catch a cold|10|
下線|kasen|underline; underscore|10|
化繊|kasen|synthetic fiber|10|
寡占|kasen|econ. oligopoly|10|
架線|kasen|elec.[aerial]  wiring; overhead wires|10|
歌仙|kasen|arch. master poet; great poet|10|
河川|kasen|river [s]|10|
果然|kazen|lit. as was expected; sure enough|10|
画仙紙|gasenshi|Chinese Xuan paper (for calligraphy and painting)|10|
下線を引く|kasenwohiku|underline (a word etc.)|10|
可塑|kaso|in compounds  plastic|10|
過疎|kaso|underpopulation; low population density|10|
画素|gaso|pixel; picture element|10|
下層|kasou|lower stratum; underlying layer; lower classes (social strata); |10|
下層 の|kasou no|lower  class; vulgar|10|
仮想|kasou|imagination; supposition; |10|
仮想 する|kasou suru|imagine; suppose; assume; |10|
仮想 の|kasou no|imaginary; hypothetical; virtual|10|
仮相|kasou|lit. illusory phenomenon|10|
仮葬|kasou|preliminary funeral  [ceremony]|10|
仮装|kasou|disguise; fancy dress; milit. camouflage|10|
仮装 する|kasou suru|dress up; disguise oneself as  smb.|10|
家相|kasou|[favorable or unfavorable]  physiognomy of a house (in divination)|10|
火葬|kasou|cremation; |10|
火葬 に する|kasou ni suru|cremate; burn to ashes|10|
加増|kazou|arch. increase; raise (esp. in a samurai's stipend)|10|
家蔵 する|kazou suru|keep  smth. as a household possession; cherish  smth. in the family; |10|
家蔵 の|kazou no|in family possession; from a private collection|10|
画像|gazou|portrait; picture (on TV etc.)|10|
下層階級|kasoukaikyuu|lower classes (of the soceity)|10|
仮想記憶|kasoukioku|comp. virtual memory|10|
仮想空間|kasoukuukan|comp. virtual space|10|
下層社会|kasoushakai|lower strata of society; underworld|10|
仮装巡洋艦|kasoujun'youkan|auxiliary cruiser (converted from a merchant ship)|10|
画像処理|gazoushori|comp. image processing|10|
カソウド|kasoudo|elec. cathode; negative pole|10|
下層土|kasoudo|geol. subsoil; undersoil|10|
仮装舞踏会|kasoubutoukai|fancy  dress ball; masquerade|10|
数え上げる|kazoeageru|enumerate; count up; name one by one|10|
数え切れない|kazoekirenai|countless; uncountable; innumerable; incalculable|10|
数え込む|kazoekomu|count in; reckon in; number among  smth.|10|
数え年|kazoedoshi|one's age by traditional East Asian reckoning (with one year added not on one's birthday but on New Year's Day)|10|
過疎化|kasoka|depopulation|10|
加速|kasoku|acceleration; |10|
加速 する|kasoku suru|accelerate; speed up|10|
華族|kazoku|obs. noble; peer; nobility; peerage|10|
雅俗|gazoku|lit.; the refined and the vulgar; classical language and colloquial speech|10|
加速運動|kasokuundou|phys. accelerated motion|10|
下属音|kazokuon|music  subdominant; fourth scale degree|10|
家族計画|kazokukeikaku|family planning; birth control|10|
家族達|kazokutachi|family members|10|
加速度|kasokudo|acceleration; |10|
加速度 で|kasokudo de|with accelerated velocity; at an increasing tempo|10|
家族並 に|kazokunami ni|(treat smb.) as one of the family|10|
家族持ち|kazokumochi|person with a family; family man|10|
家族連れ で|kazokudure de|with one's family; as a family|10|
可塑剤|kasozai|chem. plasticizer|10|
可塑性|kasosei|plasticity; |10|
可塑性 の|kasosei no|plastic|10|
可塑物(質)|kasobutsu;kasobusshitsu|plastics; plastic materials|10|
ガソホウル|gasohouru|gasohol|10|
ガソリンスタンド|gasorinsutando|gasoline stand; gas station|10|
過多|kata|excess; superabundance; overplus; plethora|10|
潟|kata|tideland; lagoon|10|
形|kata|shape; form; style; make; pattern; design; size; format; pledge; security|10|
片足|kataashi|[one]  leg (foot)|10|
肩当て|kataate|shoulder pad (used when carrying smth. on a shoulder); pauldron (armor); shoulder stiffener (in kimono); shoulder rest (violin accessory); shoulder warmer (worn in bed)|10|
過怠|katai|fault; blunder; negligence|10|
難い|katai|lit. difficult; impossible|10|
架台|kadai|abutment (of a bridge); stand; holder; frame|10|
歌題|kadai|name of a poem|10|
課題|kadai|subject; theme; problem; question; home task; assignment|10|
過大 な|kadai na|excessive; exorbitant; unreasonable; undue; |10|
過大 に|kadai ni|excessively; too much|10|
画題|gadai|subject of a picture; title of a painting|10|
片息を吐く|kataikiwotsuku|gasp for breath; pant|10|
片意地|kataiji|stubbornness; obstinacy; |10|
片意地 な|kataiji na|stubborn; obstinate; pigheaded; stiff  necked|10|
片田舎|katainaka|remote countryside; out  of  the  way place|10|
過大評価|kadaihyouka|overestimation; overrating; |10|
過大評価 する|kadaihyouka suru|overestimate; overrate; overvalue|10|
肩入れ|kataire|backing; support; patronage; |10|
肩入れ する|kataire suru|back up; support; give assistance|10|
片腕|kataude|one arm; fig. one's right  hand man|10|
片腕 の|kataude no|one  armed|10|
片思い|kataomoi|unrequited (one  sided) love; |10|
片思い する|kataomoi suru|be in one  sided love|10|
片重り の|kataomori no|lopsided (as of a boat)|10|
片親|kataoya|one parent|10|
肩書[き]|katagaki|title (rank; degree; position; profession; address etc.), written by one's name (on business cards etc.); criminal record|10|
片掛け|katakake|shawl; wrap; stole|10|
片陰|katakage|shade  [on one side]; shelter (from sunshine etc.)|10|
片方|katakata|dial. one side; one of a pair|10|
方々|katagata|all people; ladies and gentlemen|10|
片がつく|katagatsuku|be settled; be finished; come to an end|10|
型紙|katagami|paper pattern (for dressmaking); stencil|10|
型ガラス|katagarasu|rolled plate glass|10|
片ガラス の|katagarasu no|open  faced (as of a watch)|10|
片側|katagawa;katakawa|one side; |10|
片側 の|katagawa;katakawa no|one  sided; unilateral|10|
肩代わり|katagawari|substitute for a carrier (of a palanquin etc.); fig. taking over (another's debts; responsibilities etc.); |10|
肩代わり する|katagawari suru|take over; assume; shoulder|10|
敵|kataki|enemy; foe; rival; opponent; revenge|10|
気質|katagi|spirit; character; trait|10|
敵討ち|katakiuchi|revenge; vengeance; |10|
敵討ち お する|katakiuchi o suru|take revenge|10|
片聞き|katagiki|col. one  sided information; one side of a story|10|
敵同氏|katakidoushi|enemies to each other|10|
肩衣|kataginu|kataginu; stiff sleeveless jacket|10|
敵役|katakiyaku|theater [actor playing the]  villain's part|10|
仮託|kataku|pretext; pretense; plea; |10|
仮託 する|kataku suru|make a pretext; |10|
仮託 して|kataku shite|under the pretext of  smth.; under the disguise of  smth.|10|
家宅|kataku|house; residence; domicile; in compounds  domiciliary|10|
火宅|kataku|Buddh. this mortal coil; world of suffering (literally  )|10|
頑 な|kataku na|obstinate; stubborn|10|
家宅侵入(罪5)|katakushinnyuuzai|leg. housebreaking; illegal entry|10|
家宅捜索|katakusousaku|house (domiciliary) search|10|
片口|katakuchi|lipped bowl; one side of a story; ex parte statement|10|
片口 の|katakuchi no|tech. single; single  ended|10|
堅苦しい|katakurushii|stiff [- mannered], strait  laced; formal; ceremonious; hard  and  fast|10|
肩車|kataguruma|ride on one's shoulders; judo  kataguruma; shoulder wheel throw|10|
肩車 する|kataguruma suru|carry  smb. piggyback|10|
片食|katake;kataki|meal (one of the two in a day)|10|
担げる|katageru|carry on the shoulder; put on the shoulder|10|
片恋|katakoi|unrequited love|10|
肩越 に|katagoshi ni|over one's shoulder|10|
片言|katakoto|baby talk; imperfect speech; gibberish; |10|
片言 の|katakoto no|broken (as of one's language) 163242_|10|
片言交り|katakotomajiri|broken language; gibberish; |10|
片言交り の|katakotomajiri no|broken|10|
肩凝り|katakori|med. stiff shoulders; neck and shoulder discomfort (a syndrome common among the Japanese); |10|
肩凝り が する|katakori ga suru|have stiff shoulders|10|
カタコmブ|katakonbu|catacomb|10|
片下がり の|katasagari no|uneven; not even|10|
肩先|katasaki|tip of the shoulder|10|
型式|katashiki|model (of a car etc.)|10|
辱い|katajikenai|grateful; indebted|10|
カタストロフ|katasutorofu|(Fr. catastrophe)|10|
カタストロフィイ|katasutorofii|math. catastrophe (in catastrophe theory); theater  catastrophe; final resolution|10|
片隅|katasumi|corner; nook; |10|
片隅 に (で)|katasumi ni (de)|in a corner of  smth.|10|
片袖|katasode|one sleeve|10|
片袖机|katasodedukue|single pedestal desk|10|
型染め|katazome|dyeing fabrics using a paper stencil|10|
片便り|katadayori|unaswered message; one  way correspondence|10|
貌|katachi|form; shape; appearance; figure|10|
容|katachi|form; shape; appearance; figure|10|
形作る|katachidukuru|form; shape; mold; build up|10|
下達|katatsu|lit. sending instructions to subordinates|10|
片'端 から|katappashi kara|col. one and all; one after another; absolutely every little bit|10|
片手|katate|[one]  hand; argot  five; fifty; five hundred etc.|10|
片手 の|katate no|one  handed; |10|
片手 で|katate de|by one hand; one  handed|10|
片手落ち|katateochi|partiality; favoritism; bias; |10|
片手落ち の|katateochi no|one  sided; partial; biased; unfair|10|
片手間 に|katatema;katadema ni|in spare time; at odd moments; as a side job|10|
片手(間)事仕|katatemashigoto|side job; spare  time work|10|
偏照り|kataderi|long stretch of sunny weather|10|
片時|katatoki;henji|[a single]  moment; instant|10|
象る|katadoru|model; imitate; copy; pattern after  smth.|10|
模る|katadoru|model; imitate; copy; pattern after  smth.|10|
刀|katana|katana; Japanese sword (curved; single  edged)|10|
刀掛け|katanakake|sword rack|10|
刀鍛冶|katanakaji|swordsmith|10|
形無し に なる|katanashi ni naru|be spoiled; be ruined; come to nothing; |10|
形無し に する|katanashi ni suru|spoil; ruin|10|
刀持ち|katanamochi|swordbearer; katana keeper|10|
片荷|katani|one  sided load|10|
片刃|kataha|single edge (of a blade); |10|
片刃 の|kataha no|single  edged|10|
片端|katahashi|[one]  edge; [one]  end; [one]  side|10|
片肌脱ぐ|katahadanugu|bare one's shoulder; fig. lend a helping hand; render assistance to  smb.|10|
肩幅|katahaba|breadth of one's shoulder|10|
片腹|katahara|one side of the body|10|
片腹痛い|kataharaitai|col. laughable; ridiculous; absurd|10|
カタパルト|kataparuto|catapult|10|
型番|kataban|model number|10|
片膝|katahiza|[one]  knee|10|
片肘|katahiji|[one]  elbow|10|
片暇|katahima|spare time; |10|
片暇 に|katahima ni|at odd moments; in leisure hours|10|
カタピラア|katapiraa|tech. caterpillar|10|
堅物|katabutsu|straightlaced person|10|
偏降り|kataburi|rainy spell|10|
片減り|kataberi|unsymmetrical wear; swaying defacement|10|
型変換|katahenkan|progr. type conversion|10|
片帆|kataho|mar. reefed sail|10|
片方|katahou|one side; one party (in an argument etc.)|10|
片方 の|katahou no|one of a pair (as of footware; gloves etc.)|10|
片頬|katahou|[one]  cheek|10|
片棒|katabou|one end of a stick (pole); fig. part of a burden|10|
片辺り|katahotori|lit.; corner; remote country place|10|
カタマラン|katamaran|catamaran|10|
塊|katamari|lump; clod; mass; cluster; crowd; flock; devotee; worshiper|10|
固まり|katamari|lump; clod; mass; cluster; crowd; flock; devotee; worshiper|10|
形見|katami|memento; keepsake; souvenir; |10|
形見 して|katami shite|as a keepsake|10|
肩身|katami|shoulders and torso|10|
片身|katami|one side (of a body; dress etc.)|10|
肩身が狭い|katamigasemai|feel small; be ashamed|10|
肩身が広い|katamigahiroi|feel proud|10|
片孤|kataminashigo|half orphan|10|
片耳|katamimi|[one]  ear|10|
傍耳|katamimi|col. things overheard|10|
傾き|katamuki|inclination; slope; tendency; trend|10|
傾ける|katamukeru|incline; bend; lean; slant; devote oneself to|10|
片目|katame|one eye; |10|
片目 の|katame no|one  eyed; blind in one eye|10|
片眼鏡|katamegane|monocle|10|
片面|katamen|one side; |10|
片面 の|katamen no|one  sided|10|
片持ち|katamochi|tech., constr. cantilever; in compounds  cantilever [ed], overhung|10|
型破り|katayaburi|breaking the conventions; |10|
型破り の|katayaburi no|unconventional; unusual; offbeat|10|
肩寄せる|katayoseru|put one's arm across  smb. 's  shoulder|10|
片寄せる|katayoseru|put (set) aside|10|
偏り|katayori|deviation; offset; phys. polarization|10|
片寄り|katayori|deviation|10|
偏る|katayoru|lean; incline; deviate; be one  sided; be biased|10|
片寄る|katayoru|lean; incline; deviate; be one  sided; be biased|10|
語らい|katarai|talk; chat; lover's vow|10|
語らう|katarau|talk; converse; chat; plot together; conspire; pledge one's troth|10|
語り合う|katariau|talk  [together], have a chat with  smb.|10|
語り明かす|katariakasu|talk the night away; talk all night|10|
語り口|katarikuchi|manner of narration; way of telling a story|10|
語り継ぐ|kataritsugu|hand down (a legend etc.) from generation to generation|10|
語り手|katarite|narrator; storyteller|10|
語部|kataribe|hist. professional reciter; storyteller; bard (at the Imperial court); fig. narrator (telling about personal experience)|10|
カタル|kataru|med. catarrh (Dutch  Catarre)|10|
語る|kataru|tell; talk; speak|10|
カタルシス|katarushisu|catharsis|10|
カタログ|katarogu|catalogue|10|
型録|katarogu|ateji  catalogue|10|
カタログショッピング|katarogushoppingu|catalog shopping|10|
片輪|katawa|deformity; disabled person; cripple; fig. odd; incomplete|10|
片輪 の|katawa no|deformed; maimed; crippled|10|
片輪 に する|katawa ni suru|maim; disfigure|10|
片脇|katawaki|side of one's chest; side; |10|
片脇 に|katawaki ni|under one's arm; on one's side; aside|10|
型枠|katawaku|constr. formwork|10|
傍ら|katawara|lit. side; besides; while|10|
傍ら に|katawara ni|by; near; by the side of  smth.|10|
片割れ|kataware|fragment; broken piece; one of the  [same]  party; accomplice; confederate|10|
片割れ月|katawareduki|eleg. crescent moon; new moon|10|
片をつける|katawotsukeru|settle; be through with  smth.|10|
肩を持つ|katawomotsu|side with  smb., take  smb. 's  side; support|10|
下端|katan|lower end; lower edge|10|
加担|katan|assistance; help; support; participation; conspiracy; |10|
加担 する|katan suru|assist; help; support; stand by  smb. 's  side; conspire with  smb., be involved|10|
荷担|katan|assistance; help; support; participation; conspiracy; |10|
荷担 する|katan suru|assist; help; support; stand by  smb. 's  side; conspire with  smb., be involved|10|
果断 な|kadan na|decisive; resolute|10|
歌壇|kadan|poetry circles|10|
花壇|kadan|flower bed|10|
華壇|kadan|circles of floral artists|10|
画壇|gadan|artists' world; painting circles|10|
画談|gadan|lit. discussion on painting|10|
加担者|katansha|accomplice; conspirator|10|
可鍛性|katansei|malleability; |10|
可鍛性 の ある|katansei no aru|malleable|10|
可鍛鉄|katantetsu|malleable iron|10|
片付く|kataduku|be put in order; be settled; be finished; get married|10|
片付け|kataduke|tidying up; putting in order; disposal; settlement|10|
勝ち|kachi|victory; win|10|
徒士|kachi|arch. foot soldier|10|
徒[歩]|kachi|walking; arch. foot soldier|10|
徒[歩] で|kachi de|on foot|10|
雅致|gachi|elegance; artistry; taste; |10|
雅致 の ある|gachi no aru|elegant; artistic; tasteful|10|
勝ち得る|kachieru|win; gain; earn; achieve|10|
カチオン|kachion|chem. cation|10|
価値観|kachikan|one's  [sense of]  values|10|
家畜|kachiku|cattle; livestock; domestic animals|10|
勝ち越し|kachikoshi|sports  net win; more wins than losses|10|
価値高い|kachitakai|valuable|10|
勝ち'放し の|kachippanashi no|undefeated; |10|
勝ち'放し に する|kachippanashi ni suru|stay undefeated|10|
勝ち通す|kachitoosu|sports  win through; win straight victories|10|
勝ち取る|kachitoru|win; gain; obtain|10|
勝ち抜く|kachinuku|fight it out; attain a full victory|10|
勝ち誇る|kachihokoru|triumph; be elated with success|10|
徒武者|kachimusha|foot soldier|10|
勝ち目|kachime|winning chances; odds|10|
渦中|kachuu|vortex; whirlpool; maelstrom|10|
家中|kachuu|all the family; hist. retainer [s](of a daimyo), clansman   105960_|10|
火中 に|kachuu ni|into the fire; in the fire|10|
花柱|kachuu|bot. style (of a pistil)|10|
華中|kachuu|central China|10|
佳調|kachou|lit. good sound (of music etc.)|10|
加重|kachou|leg. aggravation; |10|
加重 する|kachou suru|aggravate (a penalty) 111989_|10|
可聴|kachou|in compounds  audible|10|
家長|kachou|head of a family; paterfamilias; patriarch|10|
花鳥|kachou|lit. flowers and birds|10|
課長|kachou|chief of a section|10|
画帳|gachou|sketchbook; drawing pad|10|
画調|gachou|mood (tone) of a picture|10|
可聴距離|kachoukyori|audible distance|10|
課徴金|kachoukin|extra budget incomings (surcharges; fines etc.)|10|
家長権|kachouken|leg. rights of the head of a  [patriarchal]  family|10|
可聴度|kachoudo|audibility|10|
花鳥風月|kachoufuugetsu|beauties (elegance; poetry) of nature|10|
かちんと来る|kachintokuru|sound offensive (as of one's words)|10|
カツ|katsu|breaded cutlet; Japanese schnitzel|10|
活|katsu|resuscitation|10|
渇|katsu|thirst|10|
且つ|katsu|moreover; furthermore; also|10|
克つ|katsu|overcome; win|10|
割愛|katsuai|lit. give up  [reluctantly], drop; leave out; omit; Buddh. cut off one's attachments|10|
喝上げ する|katsuage suru|slang  shake  smb. down; lean on  smb.(for money etc.)|10|
閣下|kakka|Your (His; Her) Excellency|10|
学科|gakka|study subject; course of study|10|
学課|gakka|lesson; school work|10|
各界|kakkai;kakukai|all circles  [of the society]|10|
学会|gakkai|scientific society; academic meeting|10|
学界|gakkai|academic circles (world)|10|
活火山|kakkazan|active volcano|10|
学監|gakkan|school superintendent|10|
活気|kakki|vigor; spirit; energy; animation; liveliness; |10|
活気 の ある|kakki no aru|full of life; active; spirited; |10|
活気 の ない|kakki no nai|lifeless; lethargic|10|
担ぎ上げる|katsugiageru|carry  smth. up; lift  smth. up on one's shoulder|10|
楽器演奏者|gakkiensousha|music  instrumentalist|10|
画期的 な|kakkiteki na|lit. epochal; epoch  making|10|
学期末|gakkimatsu|end of term (semester)|10|
学究|gakkyuu|scholar; academic person|10|
学級|gakkyuu|[school]  class|10|
学究の徒|gakkyuunoto|scholar; dweeb|10|
角距|kakkyo|astr. angular distance|10|
割拠 する|kakkyo suru|lit. hold one's own ground; defend local authority|10|
活況|kakkyou|liveliness; animation; dynamism; briskness|10|
学協会|gakkyoukai|academic society|10|
楽曲|gakkyoku|piece of music; musical composition; tune|10|
担ぐ|katsugu|carry on the shoulder; have  smb. as a leader; take in; play a trick; cod; be superstitious|10|
学区|gakku|school  [catchment]  area|10|
滑空|kakkuu|av. gliding; volplaning; |10|
滑空 する|kakkuu suru|glide; volplane|10|
学区制|gakkusei|school district system|10|
脚気|kakke|med. beriberi|10|
活劇|katsugeki|cinema  action film; staged fight|10|
各個 の|kakko no|individual; respective; |10|
各個 に|kakko ni|individually; respectively; each|10|
確固 と して|kakko to shite|firmly; indomitably|10|
括弧|kakko|parentheses; brackets|10|
郭公|kakkou|[common]  cuckoo; = Cuculus canorus|10|
滑降|kakkou|skiing  downhill; descent; |10|
滑降 する|kakkou suru|ski down; go downhill|10|
格好良い|kakkouii|slang  smart; stylish; cool|10|
格好悪い|kakkouwarui|slang  unstylish; unattractive; not cool|10|
格好を付ける|kakkouwotsukeru|give shape to  smth., add style; save one's face; save the situation|10|
各国|kakkoku|each nation; all countries|10|
葛根|kakkon|root of pueraria|10|
葛根湯|kakkontou|decoction of pueraria root (used as an antifebrile)|10|
喝采|kassai|applause; cheers; acclamation; ovation; |10|
喝采 する|kassai suru|applaud; cheer|10|
合切|gassai|all  [together]|10|
合切袋|gassaibukuro|carryall; holdall; traveling sack|10|
合作|gassaku|collaboration; coauthorship; joint work (production); |10|
合作 する|gassaku suru|produce  smth. in collaboration; |10|
合作 で|gassaku de|in collaboration; together|10|
合冊 で ある|gassatsu de aru|be bound together (as one book)|10|
合算 する|gassan suru|add up; total; put together|10|
合算額|gassangaku|total amount (sum)|10|
活字|katsuji|printing type; |10|
活字 に する|katsuji ni suru|put into print; |10|
活字 に なる|katsuji ni naru|appear in print; be published|10|
合式|gasshiki|adv. one and all; completely  122801_|10|
活字体|katsujitai|type font (of Latin letters); |10|
活字体 で|katsujitai de|in block letters|10|
滑車|kassha|mech. pulley; block|10|
合衆国|gasshuukoku|United States  [of America]; federal state|10|
合宿|gasshuku|lodge together; board together; sports  go on a training camp|10|
合宿所|gasshukujo|[training]  camp; boardinghouse|10|
割譲|katsujou|cession (esp. of territory); |10|
割譲 する|katsujou suru|cede|10|
合唱|gasshou|chorus; |10|
合唱 する|gasshou suru|sing in chorus|10|
合掌 する|gasshou suru|join one's hands  [in prayer]|10|
合唱隊|gasshoutai|chorus; choir|10|
合唱隊員|gasshoutaiin|choir member|10|
合唱隊長|gasshoutaichou|choirmaster|10|
合唱団|gasshoudan|chorus; choir|10|
合従連衡|gasshourenkou|diplomatic alliance; political combinations|10|
褐色|kasshoku;kachiiro|brown  [color]; |10|
褐色 の|kasshoku;kachiiro no|brown|10|
渇水|kassui|water shortage; drought|10|
渇する|kassuru|be thirsty|10|
活性|kassei|chem. activity; in compounds  active; |10|
活性 の ある|kassei no aru|active; activated; |10|
活性 の ない|kassei no nai|inert|10|
活性化|kasseika|chem. activation; |10|
活性化 する|kasseika suru|activate; in compounds  activated|10|
活性剤|kasseizai|chem. activator|10|
活性炭|kasseitan|activated charcoal|10|
滑石|kasseki|min. talc|10|
滑石粉|kassekiko|talcum powder|10|
滑舌|katsuzetsu|diction; articulation of speech sounds; distinctiveness of speech|10|
割線|kassen|math. secant  [line]|10|
活栓|kassen|tech. cock; tap; faucet|10|
合戦|kassen|obs. battle; encounter; |10|
合戦 する|kassen suru|fight (a battle), engage (an enemy)|10|
滑走|kassou|sliding; av. takeoff run; |10|
滑走 する|kassou suru|slide; glide; make a takeoff run|10|
褐藻|kassou|bot. brown algae; = Phaeophyceae|10|
合奏|gassou|[instrumental]  ensemble; concert; |10|
合奏 する|gassou suru|play in concert|10|
合奏調|gassouchou|music  concert pitch|10|
滑走路|kassouro|av. runway; landing strip|10|
カッタア|kattaa|cutter; cutting instrument; cutter (tailor cutting the cloth); cutter (single  masted boat); cutter (pulling boat); [coast guard]  cutter|10|
カッタアシャツ|kattaashatsu|[formal]  shirt|10|
カッタアシュウズ|kattaashuuzu|low  heeled women's shoes (literally  )|10|
合体|gattai|combination; union; amalgamation; consolidation; incorporation; |10|
合体 する|gattai suru|merge; unite; combine into  smth.; be united (merged; combined)|10|
滑沢 な|kattaku na|smooth and shiny|10|
滑沢剤|kattakuzai|pharm. tablet excipient (talc; magnesium stearate etc.)|10|
褐炭|kattan|brown coal; lignite|10|
合致|gatchi|agreement; concurrence; |10|
合致 する|gatchi suru|agree (square; be in accord) with  smth.|10|
がっちり屋|gatchiriya|tightwad|10|
カッチング|kattingu|cutting (in various meanings)|10|
ガッツ|gattsu|slang  guts; pluck; courage; spirit|10|
ガッツポウズ|gattsupouzu|fist pump (celebratory gesture; literally  ); |10|
ガッツポウズ お する|gattsupouzu o suru|pump one's fist (in the air)|10|
曽て|katsute|once; formerly; before; ever; |10|
曽て の|katsute no|former; one  time|10|
カッテエジチイズ|katteejichiizu|cottage cheese|10|
買って出る|kattederu|volunteer; constitute oneself; take  smth. upon oneself|10|
合点 する|gatten suru|consent; agree; nod; |10|
合点 か|gatten ka|Do you consent ?, No objection ? 112844_|10|
カット|katto|woodcut; cut; cutting (in various meanings); |10|
カット する|katto suru|cut|10|
ガット|gatto|gut; catgut (for stringed instruments; tennis rackets etc.); General Agreement on Tariffs and Trade; GATT|10|
活動家|katsudouka|activist|10|
活動写真|katsudoushashin|obs. motion picture; movie|10|
かっと怒る|kattookoru|flare up; lose one's temper; fly into a rage|10|
カットオフ|kattoofu|cutoff (in various meanings); |10|
カットオフ する|kattoofu suru|cut off|10|
カットグット|kattogutto|catgut; gut|10|
カットグラス|kattogurasu|cut glass; |10|
カットグラス の|kattogurasu no|cutglass|10|
か'飛ばす|kattobasu|baseball; inf. wallop (a ball)|10|
カットバック|kattobakku|cinema  cutback; football  cutback|10|
カットバック する|kattobakku suru|cut back|10|
カツ丼|katsudon|bowl of rice with a pork cutlet|10|
カッパ|kappa|kappa (letter of the Greek alphabet)|10|
河童|kappa|kappa; water sprite; river monster; fig. excellent swimmer; slang  cucumber|10|
喝破|kappa|lit.|10|
喝破 する|kappa suru|scold loudly; expound the truth  [and reject heresy]|10|
合羽|kappa|raincoat; rain cape; mackintosh (Portug. capa)|10|
活発 な|kappatsu na|lively; active; energetic|10|
河童の川流れ|kappanokawanagare|proverb  a good marksman may miss (literally  )|10|
河童巻|kappamaki|rice ball with cucumber inside wrapped in nori (type of sushi)|10|
活版|kappan|typogr.; block of type; type printing; letterpress printing|10|
月日|gappi|month and day; date  145183_|10|
合評|gappyou|joint criticism (review)|10|
カップ|kappu|sports  cup; trophy; golf  cup; hole|10|
割賦|kappu;wappu|payment by installments|10|
カップケエキ|kappukeeki|cupcake; fairy cake|10|
カップボウド|kappuboudo|cupboard|10|
がっぷり四つに組む|gappuriyotsunikumu|sumo  wrap arms around each other; fig. be locked in a battle; come to grips with each other|10|
カップル|kappuru|couple|10|
合併|gappei|combination; amalgamation; consolidation; merger; affiliation; incorporation; annexation; |10|
合併 する|gappei suru|combine; unite; amalgamate; merge|10|
合併症|gappeishou|med. complication|10|
合壁|gappeki|neighbor across a wall; adjacent house|10|
活弁|katsuben|inf. silent movie narrator|10|
渇望|katsubou|thirst (craving; longing) for  smth.; |10|
渇望 する|katsubou suru|crave (long; yearn) for  smth.|10|
合本|gappon|bound volume (of a magazine etc.); |10|
合本 [に] する|gappon [ni] suru|bind together|10|
且つ又|katsumata|lit. moreover; furthermore; besides; in addition|10|
活躍|katsuyaku|energetic activity; |10|
活躍 する|katsuyaku suru|take an active part in  smth., be busily engaged in  smth.|10|
括約筋|katsuyakukin|anat. sphincter|10|
活用|katsuyou|practical use; application; gram. conjugation; inflection; |10|
活用 する|katsuyou suru|put  smth. to practical use; apply; utilize; conjugate; inflect|10|
活用形|katsuyoukei|gram. conjugation (of a verb or adjective)|10|
活量(度)|katsuryoudo|chem.[thermodynamic]  activity|10|
活力|katsuryoku|vitality; energy; vigor|10|
割礼|katsurei|circumcision|10|
割礼を施す|katsureiwohodokosu|circumcise|10|
カツレツ|katsuretsu|cutlet (of any type)|10|
